Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,247,2.46972,99768,0.9997376,82.624
1,Piemonte,Maschi e femmine,1,99753,23,0.23263,99741,0.9997996,81.827
1,Piemonte,Maschi e femmine,2,99730,17,0.16809,99721,0.9998539,80.846
1,Piemonte,Maschi e femmine,3,99713,12,0.12409,99707,0.9998890,79.859
1,Piemonte,Maschi e femmine,4,99701,10,0.09789,99696,0.9999048,78.869
1,Piemonte,Maschi e femmine,5,99691,9,0.09242,99686,0.9999058,77.877
1,Piemonte,Maschi e femmine,6,99682,10,0.09607,99677,0.9999040,76.884
1,Piemonte,Maschi e femmine,7,99672,10,0.09583,99667,0.9999069,75.891
1,Piemonte,Maschi e femmine,8,99663,9,0.09032,99658,0.9999151,74.899
1,Piemonte,Maschi e femmine,9,99654,8,0.07953,99650,0.9999237,73.905
1,Piemonte,Maschi e femmine,10,99646,7,0.07298,99642,0.9999279,72.911
1,Piemonte,Maschi e femmine,11,99638,7,0.07129,99635,0.9999243,71.916
1,Piemonte,Maschi e femmine,12,99631,8,0.08018,99627,0.9999112,70.922
1,Piemonte,Maschi e femmine,13,99623,10,0.09748,99618,0.9998914,69.927
1,Piemonte,Maschi e femmine,14,99614,12,0.11980,99608,0.9998713,68.934
1,Piemonte,Maschi e femmine,15,99602,14,0.13764,99595,0.9998534,67.942
1,Piemonte,Maschi e femmine,16,99588,15,0.15557,99580,0.9998331,66.951
1,Piemonte,Maschi e femmine,17,99572,18,0.17823,99564,0.9998065,65.962
1,Piemonte,Maschi e femmine,18,99555,21,0.20877,99544,0.9997710,64.973
1,Piemonte,Maschi e femmine,19,99534,25,0.24929,99522,0.9997277,63.987
1,Piemonte,Maschi e femmine,20,99509,29,0.29529,99494,0.9996921,63.003
1,Piemonte,Maschi e femmine,21,99480,32,0.32049,99464,0.9996806,62.021
1,Piemonte,Maschi e femmine,22,99448,32,0.31822,99432,0.9996885,61.041
1,Piemonte,Maschi e femmine,23,99416,30,0.30475,99401,0.9996947,60.060
1,Piemonte,Maschi e femmine,24,99386,30,0.30584,99371,0.9996803,59.078
1,Piemonte,Maschi e femmine,25,99355,33,0.33363,99339,0.9996378,58.096
1,Piemonte,Maschi e femmine,26,99322,39,0.39081,99303,0.9995932,57.115
1,Piemonte,Maschi e femmine,27,99284,42,0.42281,99263,0.9995828,56.138
1,Piemonte,Maschi e femmine,28,99242,41,0.41160,99221,0.9996065,55.161
1,Piemonte,Maschi e femmine,29,99201,37,0.37530,99182,0.9996315,54.184
1,Piemonte,Maschi e femmine,30,99163,36,0.36160,99146,0.9996338,53.204
1,Piemonte,Maschi e femmine,31,99128,37,0.37088,99109,0.9996042,52.223
1,Piemonte,Maschi e femmine,32,99091,42,0.42071,99070,0.9995482,51.242
1,Piemonte,Maschi e femmine,33,99049,48,0.48292,99025,0.9994983,50.263
1,Piemonte,Maschi e femmine,34,99001,52,0.52058,98976,0.9994665,49.287
1,Piemonte,Maschi e femmine,35,98950,54,0.54638,98923,0.9994407,48.313
1,Piemonte,Maschi e femmine,36,98896,57,0.57225,98867,0.9994165,47.339
1,Piemonte,Maschi e femmine,37,98839,59,0.59477,98810,0.9993846,46.366
1,Piemonte,Maschi e femmine,38,98780,63,0.63601,98749,0.9993258,45.393
1,Piemonte,Maschi e femmine,39,98718,70,0.71244,98682,0.9992424,44.422
1,Piemonte,Maschi e femmine,40,98647,79,0.80281,98608,0.9991568,43.453
1,Piemonte,Maschi e femmine,41,98568,87,0.88355,98524,0.9990688,42.488
1,Piemonte,Maschi e femmine,42,98481,96,0.97892,98433,0.9989738,41.525
1,Piemonte,Maschi e femmine,43,98385,106,1.07359,98332,0.9988797,40.565
1,Piemonte,Maschi e femmine,44,98279,115,1.16700,98222,0.9987639,39.608
1,Piemonte,Maschi e femmine,45,98164,128,1.30525,98100,0.9986288,38.654
1,Piemonte,Maschi e femmine,46,98036,141,1.43716,97966,0.9985126,37.703
1,Piemonte,Maschi e femmine,47,97895,151,1.53765,97820,0.9983587,36.757
1,Piemonte,Maschi e femmine,48,97745,171,1.74507,97659,0.9981641,35.813
1,Piemonte,Maschi e femmine,49,97574,188,1.92689,97480,0.9979721,34.875
1,Piemonte,Maschi e femmine,50,97386,207,2.12904,97282,0.9977774,33.941
1,Piemonte,Maschi e femmine,51,97179,225,2.31627,97066,0.9976497,33.012
1,Piemonte,Maschi e femmine,52,96954,231,2.38450,96838,0.9975394,32.088
1,Piemonte,Maschi e femmine,53,96722,245,2.53693,96600,0.9973143,31.163
1,Piemonte,Maschi e femmine,54,96477,273,2.83476,96340,0.9969908,30.241
1,Piemonte,Maschi e femmine,55,96204,306,3.18407,96050,0.9966462,29.326
1,Piemonte,Maschi e femmine,56,95897,338,3.52398,95728,0.9962236,28.418
1,Piemonte,Maschi e femmine,57,95559,385,4.02971,95367,0.9957882,27.517
1,Piemonte,Maschi e femmine,58,95174,418,4.39460,94965,0.9953695,26.626
1,Piemonte,Maschi e femmine,59,94756,461,4.86748,94525,0.9949550,25.741
1,Piemonte,Maschi e femmine,60,94295,493,5.22338,94048,0.9945173,24.865
1,Piemonte,Maschi e femmine,61,93802,539,5.74346,93533,0.9940218,23.993
1,Piemonte,Maschi e femmine,62,93263,580,6.21437,92974,0.9933801,23.128
1,Piemonte,Maschi e femmine,63,92684,651,7.02800,92358,0.9927060,22.270
1,Piemonte,Maschi e femmine,64,92033,696,7.56187,91685,0.9919674,21.424
1,Piemonte,Maschi e femmine,65,91337,777,8.50688,90948,0.9911328,20.583
1,Piemonte,Maschi e femmine,66,90560,836,9.23067,90142,0.9902896,19.756
1,Piemonte,Maschi e femmine,67,89724,915,10.19463,89266,0.9893899,18.935
1,Piemonte,Maschi e femmine,68,88809,980,11.02981,88319,0.9884591,18.125
1,Piemonte,Maschi e femmine,69,87829,1059,12.05774,87300,0.9875597,17.322
1,Piemonte,Maschi e femmine,70,86770,1113,12.82747,86214,0.9863705,16.527
1,Piemonte,Maschi e femmine,71,85657,1237,14.44198,85039,0.9845657,15.735
1,Piemonte,Maschi e femmine,72,84420,1388,16.44121,83726,0.9822599,14.958
1,Piemonte,Maschi e femmine,73,83032,1583,19.06064,82241,0.9799957,14.200
1,Piemonte,Maschi e femmine,74,81450,1708,20.96621,80596,0.9778022,13.466
1,Piemonte,Maschi e femmine,75,79742,1870,23.45568,78807,0.9754599,12.744
1,Piemonte,Maschi e femmine,76,77872,1997,25.65062,76873,0.9728047,12.038
1,Piemonte,Maschi e femmine,77,75874,2184,28.78069,74782,0.9697461,11.342
1,Piemonte,Maschi e femmine,78,73690,2341,31.77072,72520,0.9666508,10.663
1,Piemonte,Maschi e femmine,79,71349,2496,34.97954,70101,0.9627929,9.997
1,Piemonte,Maschi e femmine,80,68853,2721,39.51534,67493,0.9579072,9.341
1,Piemonte,Maschi e femmine,81,66133,2961,44.77620,64652,0.9522498,8.704
1,Piemonte,Maschi e femmine,82,63172,3213,50.86363,61565,0.9447698,8.089
1,Piemonte,Maschi e femmine,83,59958,3587,59.83077,58165,0.9355213,7.496
1,Piemonte,Maschi e femmine,84,56371,3913,69.42234,54414,0.9249486,6.941
1,Piemonte,Maschi e femmine,85,52458,4254,81.10041,50330,0.9132377,6.421
1,Piemonte,Maschi e femmine,86,48203,4479,92.92392,45964,0.9018789,5.944
1,Piemonte,Maschi e femmine,87,43724,4541,103.85078,41454,0.8905096,5.502
1,Piemonte,Maschi e femmine,88,39183,4537,115.78364,36915,0.8778741,5.081
1,Piemonte,Maschi e femmine,89,34646,4480,129.29860,32407,0.8624897,4.681
1,Piemonte,Maschi e femmine,90,30167,4433,146.94147,27950,0.8437386,4.302
1,Piemonte,Maschi e femmine,91,25734,4302,167.18663,23583,0.8232298,3.957
1,Piemonte,Maschi e femmine,92,21432,4035,188.27773,19414,0.8028769,3.651
1,Piemonte,Maschi e femmine,93,17397,3619,208.02010,15587,0.7834056,3.382
1,Piemonte,Maschi e femmine,94,13778,3133,227.42090,12211,0.7618254,3.139
1,Piemonte,Maschi e femmine,95,10644,2683,252.09372,9303,0.7384398,2.916
1,Piemonte,Maschi e femmine,96,7961,2183,274.21761,6869,0.7203463,2.730
1,Piemonte,Maschi e femmine,97,5778,1659,287.14355,4948,0.7083737,2.573
1,Piemonte,Maschi e femmine,98,4119,1227,297.91465,3505,0.6951850,2.408
1,Piemonte,Maschi e femmine,99,2892,910,314.64345,2437,0.6728356,2.217
1,Piemonte,Maschi e femmine,100,1982,685,345.43354,1640,0.6337215,2.006
1,Piemonte,Maschi e femmine,101,1297,516,398.12392,1039,0.5900688,1.800
1,Piemonte,Maschi e femmine,102,781,335,429.54869,613,0.5588307,1.660
1,Piemonte,Maschi e femmine,103,445,206,461.54014,343,0.5271554,1.534
1,Piemonte,Maschi e femmine,104,240,118,493.83866,181,0.4952946,1.420
1,Piemonte,Maschi e femmine,105,121,64,526.17441,89,0.4635039,1.318
1,Piemonte,Maschi e femmine,106,58,32,558.27973,41,0.4320346,1.226
1,Piemonte,Maschi e femmine,107,25,15,589.89242,18,0.4011270,1.144
1,Piemonte,Maschi e femmine,108,10,6,620.77123,7,0.3709997,1.071
1,Piemonte,Maschi e femmine,109,4,3,650.69982,3,0.3418474,1.006
1,Piemonte,Maschi e femmine,110,1,1,679.48878,1,0.3138377,0.947
1,Piemonte,Maschi e femmine,111,0,0,706.98379,0,0.2871055,0.895
1,Piemonte,Maschi e femmine,112,0,0,733.06646,0,0.2617540,0.849
1,Piemonte,Maschi e femmine,113,0,0,757.64977,0,0.2378578,0.808
1,Piemonte,Maschi e femmine,114,0,0,780.67915,0,0.2154625,0.772
1,Piemonte,Maschi e femmine,115,0,0,802.12968,0,0.1945876,0.740
