Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,2428,24.28228,97715,0.9980811,71.806
1,Piemonte,Maschi e femmine,1,97572,88,0.90683,97528,0.9992241,72.581
1,Piemonte,Maschi e femmine,2,97483,63,0.64490,97452,0.9994350,71.646
1,Piemonte,Maschi e femmine,3,97420,47,0.48513,97397,0.9995611,70.692
1,Piemonte,Maschi e femmine,4,97373,38,0.39259,97354,0.9996235,69.726
1,Piemonte,Maschi e femmine,5,97335,35,0.36031,97317,0.9996502,68.753
1,Piemonte,Maschi e femmine,6,97300,33,0.33933,97283,0.9996654,67.778
1,Piemonte,Maschi e femmine,7,97267,32,0.32996,97251,0.9996765,66.801
1,Piemonte,Maschi e femmine,8,97235,31,0.31698,97219,0.9996847,65.823
1,Piemonte,Maschi e femmine,9,97204,30,0.31358,97189,0.9996840,64.843
1,Piemonte,Maschi e femmine,10,97173,31,0.31839,97158,0.9996795,63.864
1,Piemonte,Maschi e femmine,11,97143,31,0.32266,97127,0.9996611,62.884
1,Piemonte,Maschi e femmine,12,97111,34,0.35511,97094,0.9996213,61.904
1,Piemonte,Maschi e femmine,13,97077,39,0.40223,97057,0.9995667,60.926
1,Piemonte,Maschi e femmine,14,97038,45,0.46446,97015,0.9994954,59.950
1,Piemonte,Maschi e femmine,15,96993,53,0.54485,96966,0.9993923,58.978
1,Piemonte,Maschi e femmine,16,96940,65,0.67050,96907,0.9992663,58.010
1,Piemonte,Maschi e femmine,17,96875,77,0.79692,96836,0.9991643,57.048
1,Piemonte,Maschi e femmine,18,96798,85,0.87444,96755,0.9991037,56.093
1,Piemonte,Maschi e femmine,19,96713,89,0.91810,96668,0.9990911,55.142
1,Piemonte,Maschi e femmine,20,96624,87,0.89967,96581,0.9990950,54.192
1,Piemonte,Maschi e femmine,21,96537,88,0.91031,96493,0.9990861,53.240
1,Piemonte,Maschi e femmine,22,96449,88,0.91753,96405,0.9990764,52.289
1,Piemonte,Maschi e femmine,23,96361,90,0.92977,96316,0.9990675,51.336
1,Piemonte,Maschi e femmine,24,96271,90,0.93533,96226,0.9990664,50.383
1,Piemonte,Maschi e femmine,25,96181,90,0.93189,96136,0.9990983,49.430
1,Piemonte,Maschi e femmine,26,96092,84,0.87146,96050,0.9991464,48.476
1,Piemonte,Maschi e femmine,27,96008,80,0.83565,95968,0.9991676,47.518
1,Piemonte,Maschi e femmine,28,95928,80,0.82914,95888,0.9991482,46.557
1,Piemonte,Maschi e femmine,29,95848,84,0.87449,95806,0.9990873,45.595
1,Piemonte,Maschi e femmine,30,95764,91,0.95096,95719,0.9990136,44.635
1,Piemonte,Maschi e femmine,31,95673,98,1.02189,95624,0.9989330,43.677
1,Piemonte,Maschi e femmine,32,95575,106,1.11215,95522,0.9988392,42.721
1,Piemonte,Maschi e femmine,33,95469,115,1.20941,95411,0.9987444,41.768
1,Piemonte,Maschi e femmine,34,95354,124,1.30177,95292,0.9986723,40.818
1,Piemonte,Maschi e femmine,35,95229,129,1.35359,95165,0.9986218,39.870
1,Piemonte,Maschi e femmine,36,95101,133,1.40289,95034,0.9985447,38.924
1,Piemonte,Maschi e femmine,37,94967,143,1.50771,94896,0.9984010,37.978
1,Piemonte,Maschi e femmine,38,94824,160,1.69042,94744,0.9981772,37.034
1,Piemonte,Maschi e femmine,39,94664,185,1.95545,94571,0.9978977,36.096
1,Piemonte,Maschi e femmine,40,94479,213,2.24945,94372,0.9976131,35.166
1,Piemonte,Maschi e femmine,41,94266,238,2.52471,94147,0.9973474,34.244
1,Piemonte,Maschi e femmine,42,94028,261,2.78077,93897,0.9971209,33.329
1,Piemonte,Maschi e femmine,43,93767,279,2.97771,93627,0.9969187,32.421
1,Piemonte,Maschi e femmine,44,93487,298,3.18525,93338,0.9966425,31.516
1,Piemonte,Maschi e femmine,45,93190,329,3.53033,93025,0.9962513,30.615
1,Piemonte,Maschi e femmine,46,92861,368,3.96780,92676,0.9957691,29.722
1,Piemonte,Maschi e femmine,47,92492,416,4.49505,92284,0.9952372,28.838
1,Piemonte,Maschi e femmine,48,92076,463,5.03179,91845,0.9947824,27.966
1,Piemonte,Maschi e femmine,49,91613,495,5.40428,91366,0.9943190,27.105
1,Piemonte,Maschi e femmine,50,91118,543,5.95928,90846,0.9937986,26.250
1,Piemonte,Maschi e femmine,51,90575,584,6.44494,90283,0.9932870,25.404
1,Piemonte,Maschi e femmine,52,89991,628,6.98275,89677,0.9927972,24.566
1,Piemonte,Maschi e femmine,53,89363,663,7.42447,89031,0.9923696,23.735
1,Piemonte,Maschi e femmine,54,88699,695,7.83781,88352,0.9919394,22.909
1,Piemonte,Maschi e femmine,55,88004,729,8.28520,87640,0.9912757,22.086
1,Piemonte,Maschi e femmine,56,87275,800,9.16702,86875,0.9899251,21.266
1,Piemonte,Maschi e femmine,57,86475,950,10.99124,86000,0.9882298,20.458
1,Piemonte,Maschi e femmine,58,85525,1074,12.55791,84987,0.9868312,19.680
