Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,1321,13.21480,98756,0.9988796,74.086
1,Piemonte,Maschi e femmine,1,98679,65,0.66229,98646,0.9994326,74.072
1,Piemonte,Maschi e femmine,2,98613,47,0.47251,98590,0.9995937,73.120
1,Piemonte,Maschi e femmine,3,98567,34,0.34007,98550,0.9997000,72.155
1,Piemonte,Maschi e femmine,4,98533,26,0.26001,98520,0.9997488,71.179
1,Piemonte,Maschi e femmine,5,98507,24,0.24241,98495,0.9997476,70.197
1,Piemonte,Maschi e femmine,6,98484,26,0.26245,98471,0.9997350,69.214
1,Piemonte,Maschi e femmine,7,98458,26,0.26754,98445,0.9997318,68.232
1,Piemonte,Maschi e femmine,8,98431,26,0.26894,98418,0.9997375,67.250
1,Piemonte,Maschi e femmine,9,98405,25,0.25602,98392,0.9997523,66.268
1,Piemonte,Maschi e femmine,10,98380,24,0.23934,98368,0.9997571,65.285
1,Piemonte,Maschi e femmine,11,98356,24,0.24652,98344,0.9997434,64.301
1,Piemonte,Maschi e femmine,12,98332,26,0.26672,98319,0.9997175,63.316
1,Piemonte,Maschi e femmine,13,98306,29,0.29838,98291,0.9996692,62.333
1,Piemonte,Maschi e femmine,14,98276,36,0.36317,98258,0.9995855,61.352
1,Piemonte,Maschi e femmine,15,98241,46,0.46579,98218,0.9994685,60.374
1,Piemonte,Maschi e femmine,16,98195,59,0.59717,98166,0.9993535,59.402
1,Piemonte,Maschi e femmine,17,98136,68,0.69591,98102,0.9992704,58.437
1,Piemonte,Maschi e femmine,18,98068,75,0.76337,98031,0.9992277,57.477
1,Piemonte,Maschi e femmine,19,97993,77,0.78122,97955,0.9992336,56.521
1,Piemonte,Maschi e femmine,20,97917,74,0.75162,97880,0.9992683,55.565
1,Piemonte,Maschi e femmine,21,97843,70,0.71173,97808,0.9993090,54.606
1,Piemonte,Maschi e femmine,22,97773,66,0.67024,97741,0.9993356,53.645
1,Piemonte,Maschi e femmine,23,97708,64,0.65856,97676,0.9993318,52.680
