Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,987,9.86850,99071,0.9991634,75.350
1,Piemonte,Maschi e femmine,1,99013,49,0.49811,98988,0.9995716,75.096
1,Piemonte,Maschi e femmine,2,98964,35,0.35870,98946,0.9996807,74.134
1,Piemonte,Maschi e femmine,3,98928,28,0.27982,98914,0.9997395,73.160
1,Piemonte,Maschi e femmine,4,98901,24,0.24115,98889,0.9997564,72.180
1,Piemonte,Maschi e femmine,5,98877,24,0.24598,98865,0.9997519,71.198
1,Piemonte,Maschi e femmine,6,98852,25,0.25015,98840,0.9997542,70.215
1,Piemonte,Maschi e femmine,7,98828,24,0.24152,98816,0.9997618,69.232
1,Piemonte,Maschi e femmine,8,98804,23,0.23497,98792,0.9997752,68.249
1,Piemonte,Maschi e femmine,9,98781,21,0.21464,98770,0.9997933,67.265
1,Piemonte,Maschi e femmine,10,98759,20,0.19880,98750,0.9998035,66.279
1,Piemonte,Maschi e femmine,11,98740,19,0.19427,98730,0.9998004,65.292
1,Piemonte,Maschi e femmine,12,98721,20,0.20498,98711,0.9997748,64.305
1,Piemonte,Maschi e femmine,13,98700,24,0.24534,98688,0.9997182,63.318
1,Piemonte,Maschi e femmine,14,98676,31,0.31819,98660,0.9996330,62.333
1,Piemonte,Maschi e femmine,15,98645,41,0.41574,98624,0.9995281,61.353
1,Piemonte,Maschi e femmine,16,98604,52,0.52817,98578,0.9993996,60.378
1,Piemonte,Maschi e femmine,17,98552,66,0.67269,98519,0.9992856,59.410
1,Piemonte,Maschi e femmine,18,98485,74,0.75606,98448,0.9992158,58.450
1,Piemonte,Maschi e femmine,19,98411,80,0.81244,98371,0.9991804,57.494
1,Piemonte,Maschi e femmine,20,98331,81,0.82680,98290,0.9991890,56.540
1,Piemonte,Maschi e femmine,21,98250,78,0.79517,98211,0.9992355,55.586
1,Piemonte,Maschi e femmine,22,98172,72,0.73389,98136,0.9992745,54.630
1,Piemonte,Maschi e femmine,23,98100,70,0.71715,98064,0.9992905,53.670
1,Piemonte,Maschi e femmine,24,98029,69,0.70189,97995,0.9992921,52.708
1,Piemonte,Maschi e femmine,25,97960,70,0.71396,97925,0.9992781,51.745
1,Piemonte,Maschi e femmine,26,97890,71,0.72983,97855,0.9992563,50.781
1,Piemonte,Maschi e femmine,27,97819,74,0.75750,97782,0.9992405,49.818
1,Piemonte,Maschi e femmine,28,97745,74,0.76153,97708,0.9992313,48.855
1,Piemonte,Maschi e femmine,29,97670,76,0.77583,97633,0.9992101,47.892
1,Piemonte,Maschi e femmine,30,97595,78,0.80390,97555,0.9991761,46.929
1,Piemonte,Maschi e femmine,31,97516,82,0.84393,97475,0.9991342,45.966
1,Piemonte,Maschi e femmine,32,97434,86,0.88778,97391,0.9990732,45.005
1,Piemonte,Maschi e femmine,33,97347,94,0.96588,97300,0.9990030,44.044
1,Piemonte,Maschi e femmine,34,97253,100,1.02812,97203,0.9989447,43.086
1,Piemonte,Maschi e femmine,35,97153,105,1.08252,97101,0.9988794,42.130
1,Piemonte,Maschi e femmine,36,97048,112,1.15876,96992,0.9988212,41.175
1,Piemonte,Maschi e femmine,37,96936,116,1.19888,96878,0.9987840,40.223
1,Piemonte,Maschi e femmine,38,96820,119,1.23321,96760,0.9987006,39.270
1,Piemonte,Maschi e femmine,39,96700,132,1.36570,96634,0.9985486,38.318
1,Piemonte,Maschi e femmine,40,96568,148,1.53730,96494,0.9983530,37.370
1,Piemonte,Maschi e femmine,41,96420,169,1.75679,96335,0.9980952,36.427
1,Piemonte,Maschi e femmine,42,96250,198,2.05309,96151,0.9977362,35.490
1,Piemonte,Maschi e femmine,43,96053,238,2.47496,95934,0.9973723,34.562
1,Piemonte,Maschi e femmine,44,95815,266,2.78076,95682,0.9971141,33.646
1,Piemonte,Maschi e femmine,45,95548,286,2.99134,95406,0.9969340,32.739
1,Piemonte,Maschi e femmine,46,95263,299,3.14081,95113,0.9968324,31.836
1,Piemonte,Maschi e femmine,47,94963,303,3.19452,94812,0.9967006,30.934
1,Piemonte,Maschi e femmine,48,94660,322,3.40456,94499,0.9964264,30.032
1,Piemonte,Maschi e femmine,49,94338,353,3.74321,94161,0.9960376,29.133
1,Piemonte,Maschi e femmine,50,93985,393,4.18242,93788,0.9956223,28.240
1,Piemonte,Maschi e femmine,51,93592,428,4.57387,93378,0.9951630,27.357
1,Piemonte,Maschi e femmine,52,93164,475,5.10137,92926,0.9945860,26.480
1,Piemonte,Maschi e femmine,53,92688,531,5.72828,92423,0.9939096,25.613
1,Piemonte,Maschi e femmine,54,92157,595,6.45462,91860,0.9931492,24.758
1,Piemonte,Maschi e femmine,55,91562,664,7.24961,91231,0.9923005,23.916
1,Piemonte,Maschi e femmine,56,90899,741,8.15275,90528,0.9913777,23.087
1,Piemonte,Maschi e femmine,57,90158,820,9.09567,89748,0.9904762,22.272
1,Piemonte,Maschi e femmine,58,89338,889,9.95577,88893,0.9895477,21.472
1,Piemonte,Maschi e femmine,59,88448,969,10.95389,87964,0.9886111,20.683
1,Piemonte,Maschi e femmine,60,87479,1035,11.82880,86962,0.9877018,19.907
1,Piemonte,Maschi e femmine,61,86445,1104,12.77325,85892,0.9866924,19.139
1,Piemonte,Maschi e femmine,62,85340,1182,13.84894,84749,0.9852811,18.380
1,Piemonte,Maschi e femmine,63,84158,1313,15.60116,83502,0.9839520,17.631
1,Piemonte,Maschi e femmine,64,82846,1367,16.50188,82162,0.9833411,16.903
1,Piemonte,Maschi e femmine,65,81478,1370,16.81850,80793,0.9829224,16.178
1,Piemonte,Maschi e femmine,66,80108,1389,17.34115,79413,0.9817642,15.446
1,Piemonte,Maschi e femmine,67,78719,1507,19.14625,77965,0.9788883,14.710
1,Piemonte,Maschi e femmine,68,77212,1785,23.11549,76319,0.9746925,13.987
1,Piemonte,Maschi e femmine,69,75427,2078,27.55140,74388,0.9711550,13.306
1,Piemonte,Maschi e femmine,70,73349,2213,30.17517,72242,0.9688005,12.669
1,Piemonte,Maschi e femmine,71,71136,2295,32.25574,69988,0.9669098,12.048
1,Piemonte,Maschi e femmine,72,68841,2337,33.95254,67672,0.9646585,11.433
1,Piemonte,Maschi e femmine,73,66504,2446,36.77918,65281,0.9610866,10.817
1,Piemonte,Maschi e femmine,74,64058,2635,41.12905,62740,0.9564755,10.211
1,Piemonte,Maschi e femmine,75,61423,2827,46.02272,60010,0.9516618,9.627
1,Piemonte,Maschi e femmine,76,58596,2975,50.76534,57109,0.9462378,9.068
1,Piemonte,Maschi e femmine,77,55622,3166,56.91935,54039,0.9404616,8.526
1,Piemonte,Maschi e femmine,78,52456,3269,62.31544,50821,0.9340765,8.010
1,Piemonte,Maschi e femmine,79,49187,3432,69.77138,47471,0.9270464,7.509
1,Piemonte,Maschi e femmine,80,45755,3495,76.37442,44008,0.9190873,7.035
1,Piemonte,Maschi e femmine,81,42260,3627,85.82630,40447,0.9100419,6.576
1,Piemonte,Maschi e femmine,82,38633,3650,94.47775,36808,0.8996776,6.146
1,Piemonte,Maschi e femmine,83,34983,3735,106.77692,33116,0.8879496,5.735
1,Piemonte,Maschi e femmine,84,31248,3686,117.95420,29405,0.8765317,5.361
1,Piemonte,Maschi e femmine,85,27562,3575,129.71969,25774,0.8658591,5.011
1,Piemonte,Maschi e femmine,86,23987,3339,139.22112,22317,0.8552878,4.683
1,Piemonte,Maschi e femmine,87,20647,3120,151.09142,19088,0.8428111,4.360
1,Piemonte,Maschi e femmine,88,17528,2881,164.37163,16087,0.8285292,4.047
1,Piemonte,Maschi e femmine,89,14647,2636,179.96639,13329,0.8117513,3.744
1,Piemonte,Maschi e femmine,90,12011,2382,198.34857,10820,0.7919898,3.456
1,Piemonte,Maschi e femmine,91,9628,2119,220.06224,8569,0.7708159,3.188
1,Piemonte,Maschi e femmine,92,7510,1809,240.87974,6605,0.7494976,2.946
1,Piemonte,Maschi e femmine,93,5701,1500,263.17847,4951,0.7267402,2.723
1,Piemonte,Maschi e femmine,94,4200,1205,286.94190,3598,0.7028777,2.516
1,Piemonte,Maschi e femmine,95,2995,933,311.39930,2529,0.6781549,2.328
1,Piemonte,Maschi e femmine,96,2062,695,337.01460,1715,0.6523590,2.154
1,Piemonte,Maschi e femmine,97,1367,497,363.66915,1119,0.6256186,1.995
1,Piemonte,Maschi e femmine,98,870,340,391.21583,700,0.5980896,1.850
1,Piemonte,Maschi e femmine,99,530,222,419.47760,419,0.5699539,1.717
1,Piemonte,Maschi e femmine,100,308,138,448.25129,239,0.5414148,1.597
1,Piemonte,Maschi e femmine,101,170,81,477.31466,129,0.5129997,1.489
1,Piemonte,Maschi e femmine,102,89,45,505.53085,66,0.4850815,1.391
1,Piemonte,Maschi e femmine,103,44,23,533.90381,32,0.4571169,1.303
1,Piemonte,Maschi e femmine,104,20,11,562.14800,15,0.4293447,1.222
1,Piemonte,Maschi e femmine,105,9,5,590.08499,6,0.4019288,1.148
