Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,572,5.72203,99462,0.9994408,77.524
1,Piemonte,Maschi e femmine,1,99428,44,0.43968,99406,0.9995983,76.967
1,Piemonte,Maschi e femmine,2,99384,36,0.36372,99366,0.9996683,76.001
1,Piemonte,Maschi e femmine,3,99348,30,0.29961,99333,0.9997237,75.028
1,Piemonte,Maschi e femmine,4,99318,25,0.25293,99306,0.9997581,74.051
1,Piemonte,Maschi e femmine,5,99293,23,0.23080,99282,0.9997686,73.069
1,Piemonte,Maschi e femmine,6,99270,23,0.23200,99259,0.9997675,72.086
1,Piemonte,Maschi e femmine,7,99247,23,0.23301,99236,0.9997741,71.102
1,Piemonte,Maschi e femmine,8,99224,22,0.21869,99213,0.9997932,70.119
1,Piemonte,Maschi e femmine,9,99202,19,0.19486,99193,0.9998120,69.134
1,Piemonte,Maschi e femmine,10,99183,18,0.18108,99174,0.9998189,68.148
1,Piemonte,Maschi e femmine,11,99165,18,0.18106,99156,0.9998134,67.160
1,Piemonte,Maschi e femmine,12,99147,19,0.19218,99137,0.9997919,66.172
1,Piemonte,Maschi e femmine,13,99128,22,0.22398,99117,0.9997464,65.184
1,Piemonte,Maschi e femmine,14,99106,28,0.28330,99092,0.9996706,64.199
1,Piemonte,Maschi e femmine,15,99078,37,0.37561,99059,0.9995443,63.217
1,Piemonte,Maschi e femmine,16,99040,53,0.53575,99014,0.9993953,62.241
1,Piemonte,Maschi e femmine,17,98987,67,0.67376,98954,0.9992857,61.274
1,Piemonte,Maschi e femmine,18,98921,75,0.75497,98883,0.9992143,60.315
1,Piemonte,Maschi e femmine,19,98846,81,0.81655,98806,0.9991689,59.360
1,Piemonte,Maschi e femmine,20,98765,84,0.84559,98724,0.9991684,58.408
1,Piemonte,Maschi e femmine,21,98682,81,0.81750,98641,0.9991711,57.457
1,Piemonte,Maschi e femmine,22,98601,83,0.84035,98560,0.9991659,56.504
1,Piemonte,Maschi e femmine,23,98518,82,0.82781,98478,0.9991799,55.551
1,Piemonte,Maschi e femmine,24,98437,80,0.81229,98397,0.9991688,54.596
1,Piemonte,Maschi e femmine,25,98357,84,0.85006,98315,0.9991303,53.640
