Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,240,2.39562,99775,0.9997747,82.723
1,Piemonte,Maschi e femmine,1,99760,17,0.16730,99752,0.9998579,81.920
1,Piemonte,Maschi e femmine,2,99744,12,0.11689,99738,0.9998992,80.934
1,Piemonte,Maschi e femmine,3,99732,8,0.08462,99728,0.9999247,79.943
1,Piemonte,Maschi e femmine,4,99724,7,0.06594,99720,0.9999366,78.950
1,Piemonte,Maschi e femmine,5,99717,6,0.06088,99714,0.9999384,77.955
1,Piemonte,Maschi e femmine,6,99711,6,0.06228,99708,0.9999391,76.960
1,Piemonte,Maschi e femmine,7,99705,6,0.05944,99702,0.9999427,75.965
1,Piemonte,Maschi e femmine,8,99699,6,0.05518,99696,0.9999468,74.969
1,Piemonte,Maschi e femmine,9,99693,5,0.05127,99691,0.9999482,73.973
1,Piemonte,Maschi e femmine,10,99688,5,0.05227,99686,0.9999451,72.977
1,Piemonte,Maschi e femmine,11,99683,6,0.05752,99680,0.9999355,71.981
1,Piemonte,Maschi e femmine,12,99677,7,0.07142,99674,0.9999207,70.985
1,Piemonte,Maschi e femmine,13,99670,9,0.08711,99666,0.9998988,69.990
1,Piemonte,Maschi e femmine,14,99662,11,0.11527,99656,0.9998698,68.996
1,Piemonte,Maschi e femmine,15,99650,14,0.14507,99643,0.9998387,68.004
1,Piemonte,Maschi e femmine,16,99636,18,0.17747,99627,0.9998090,67.014
1,Piemonte,Maschi e femmine,17,99618,20,0.20446,99608,0.9997769,66.026
1,Piemonte,Maschi e femmine,18,99598,24,0.24165,99585,0.9997452,65.039
1,Piemonte,Maschi e femmine,19,99573,27,0.26785,99560,0.9997179,64.055
1,Piemonte,Maschi e femmine,20,99547,30,0.29640,99532,0.9996989,63.072
1,Piemonte,Maschi e femmine,21,99517,30,0.30573,99502,0.9996938,62.090
1,Piemonte,Maschi e femmine,22,99487,31,0.30663,99472,0.9996941,61.109
1,Piemonte,Maschi e femmine,23,99456,30,0.30522,99441,0.9996926,60.128
1,Piemonte,Maschi e femmine,24,99426,31,0.30954,99411,0.9996898,59.146
1,Piemonte,Maschi e femmine,25,99395,31,0.31092,99380,0.9996808,58.164
1,Piemonte,Maschi e femmine,26,99364,33,0.32743,99348,0.9996656,57.182
1,Piemonte,Maschi e femmine,27,99332,34,0.34128,99315,0.9996559,56.200
1,Piemonte,Maschi e femmine,28,99298,34,0.34697,99281,0.9996482,55.219
1,Piemonte,Maschi e femmine,29,99263,35,0.35666,99246,0.9996472,54.238
1,Piemonte,Maschi e femmine,30,99228,35,0.34898,99211,0.9996486,53.258
1,Piemonte,Maschi e femmine,31,99193,35,0.35376,99176,0.9996225,52.276
1,Piemonte,Maschi e femmine,32,99158,40,0.40132,99138,0.9995711,51.294
1,Piemonte,Maschi e femmine,33,99118,45,0.45642,99096,0.9995100,50.315
1,Piemonte,Maschi e femmine,34,99073,52,0.52356,99047,0.9994384,49.337
1,Piemonte,Maschi e femmine,35,99021,59,0.59968,98992,0.9993681,48.363
1,Piemonte,Maschi e femmine,36,98962,66,0.66418,98929,0.9993056,47.392
1,Piemonte,Maschi e femmine,37,98896,72,0.72460,98860,0.9992349,46.423
1,Piemonte,Maschi e femmine,38,98825,80,0.80565,98785,0.9991877,45.456
1,Piemonte,Maschi e femmine,39,98745,81,0.81905,98705,0.9991695,44.492
1,Piemonte,Maschi e femmine,40,98664,83,0.84203,98623,0.9991315,43.529
1,Piemonte,Maschi e femmine,41,98581,88,0.89500,98537,0.9990749,42.565
1,Piemonte,Maschi e femmine,42,98493,94,0.95518,98446,0.9989907,41.602
1,Piemonte,Maschi e femmine,43,98399,105,1.06348,98346,0.9988638,40.642
1,Piemonte,Maschi e femmine,44,98294,119,1.20896,98235,0.9987522,39.685
1,Piemonte,Maschi e femmine,45,98175,126,1.28672,98112,0.9986345,38.732
1,Piemonte,Maschi e femmine,46,98049,142,1.44438,97978,0.9984890,37.781
1,Piemonte,Maschi e femmine,47,97907,154,1.57780,97830,0.9983376,36.835
1,Piemonte,Maschi e femmine,48,97753,171,1.74719,97667,0.9981632,35.893
1,Piemonte,Maschi e femmine,49,97582,188,1.92657,97488,0.9979613,34.955
1,Piemonte,Maschi e femmine,50,97394,209,2.15105,97289,0.9977421,34.021
1,Piemonte,Maschi e femmine,51,97185,230,2.36501,97070,0.9975005,33.093
1,Piemonte,Maschi e femmine,52,96955,255,2.63424,96827,0.9973086,32.171
1,Piemonte,Maschi e femmine,53,96699,266,2.74880,96566,0.9971604,31.254
1,Piemonte,Maschi e femmine,54,96433,283,2.93066,96292,0.9969511,30.339
1,Piemonte,Maschi e femmine,55,96151,305,3.16751,95999,0.9966843,29.427
1,Piemonte,Maschi e femmine,56,95846,332,3.46437,95680,0.9962951,28.519
1,Piemonte,Maschi e femmine,57,95514,377,3.94621,95326,0.9958417,27.616
1,Piemonte,Maschi e femmine,58,95137,416,4.37132,94929,0.9954241,26.723
1,Piemonte,Maschi e femmine,59,94721,453,4.78144,94495,0.9950571,25.839
1,Piemonte,Maschi e femmine,60,94269,481,5.10504,94028,0.9946337,24.960
1,Piemonte,Maschi e femmine,61,93787,528,5.62885,93523,0.9941147,24.086
1,Piemonte,Maschi e femmine,62,93259,573,6.14313,92973,0.9935320,23.219
1,Piemonte,Maschi e femmine,63,92687,630,6.79480,92372,0.9928443,22.360
1,Piemonte,Maschi e femmine,64,92057,692,7.51915,91711,0.9920344,21.509
1,Piemonte,Maschi e femmine,65,91365,769,8.41536,90980,0.9911139,20.668
1,Piemonte,Maschi e femmine,66,90596,848,9.36078,90172,0.9902676,19.840
1,Piemonte,Maschi e femmine,67,89748,907,10.10751,89294,0.9896223,19.022
1,Piemonte,Maschi e femmine,68,88840,946,10.65060,88367,0.9890152,18.211
1,Piemonte,Maschi e femmine,69,87894,995,11.32253,87397,0.9881558,17.402
1,Piemonte,Maschi e femmine,70,86899,1075,12.37188,86362,0.9867629,16.596
1,Piemonte,Maschi e femmine,71,85824,1211,14.11306,85218,0.9845464,15.797
1,Piemonte,Maschi e femmine,72,84613,1423,16.81326,83901,0.9819297,15.016
1,Piemonte,Maschi e femmine,73,83190,1610,19.34876,82385,0.9796436,14.265
1,Piemonte,Maschi e femmine,74,81581,1745,21.38390,80708,0.9775934,13.536
1,Piemonte,Maschi e femmine,75,79836,1872,23.45168,78900,0.9756080,12.821
1,Piemonte,Maschi e femmine,76,77964,1977,25.35488,76975,0.9736978,12.117
1,Piemonte,Maschi e femmine,77,75987,2072,27.27420,74951,0.9706736,11.419
1,Piemonte,Maschi e femmine,78,73914,2324,31.43620,72753,0.9666350,10.725
1,Piemonte,Maschi e femmine,79,71591,2531,35.35635,70325,0.9621956,10.057
1,Piemonte,Maschi e femmine,80,69060,2786,40.34221,67667,0.9568979,9.407
1,Piemonte,Maschi e femmine,81,66274,3047,45.97795,64750,0.9509888,8.782
1,Piemonte,Maschi e femmine,82,63227,3300,52.19069,61577,0.9434811,8.181
1,Piemonte,Maschi e femmine,83,59927,3661,61.08536,58096,0.9345329,7.604
1,Piemonte,Maschi e femmine,84,56266,3946,70.13393,54293,0.9264734,7.066
1,Piemonte,Maschi e femmine,85,52320,4038,77.17513,50301,0.9177885,6.561
1,Piemonte,Maschi e femmine,86,48282,4233,87.66897,46166,0.9063358,6.068
1,Piemonte,Maschi e femmine,87,44049,4415,100.23549,41842,0.8927731,5.603
1,Piemonte,Maschi e femmine,88,39634,4558,114.99709,37355,0.8772309,5.172
1,Piemonte,Maschi e femmine,89,35076,4614,131.55094,32769,0.8618617,4.779
1,Piemonte,Maschi e femmine,90,30462,4439,145.72355,28242,0.8466806,4.427
1,Piemonte,Maschi e femmine,91,26023,4221,162.21091,23912,0.8298752,4.097
1,Piemonte,Maschi e femmine,92,21802,3915,179.57106,19844,0.8099760,3.794
1,Piemonte,Maschi e femmine,93,17887,3627,202.76475,16073,0.7887537,3.514
1,Piemonte,Maschi e femmine,94,14260,3164,221.88501,12678,0.7734890,3.281
1,Piemonte,Maschi e femmine,95,11096,2579,232.45603,9806,0.7624447,3.074
1,Piemonte,Maschi e femmine,96,8517,2080,244.19889,7477,0.7451360,2.854
1,Piemonte,Maschi e femmine,97,6437,1731,268.97494,5571,0.7181731,2.614
1,Piemonte,Maschi e femmine,98,4705,1409,299.40756,4001,0.6877721,2.392
1,Piemonte,Maschi e femmine,99,3297,1090,330.52730,2752,0.6582181,2.201
1,Piemonte,Maschi e femmine,100,2207,791,358.59302,1811,0.6338189,2.040
1,Piemonte,Maschi e femmine,101,1416,535,378.01141,1148,0.6102592,1.902
1,Piemonte,Maschi e femmine,102,880,360,408.59874,701,0.5797869,1.754
1,Piemonte,Maschi e femmine,103,521,229,439.85184,406,0.5487734,1.620
1,Piemonte,Maschi e femmine,104,292,138,471.53338,223,0.5174503,1.499
1,Piemonte,Maschi e femmine,105,154,78,503.39552,115,0.4860539,1.390
1,Piemonte,Maschi e femmine,106,77,41,535.19155,56,0.4548171,1.292
1,Piemonte,Maschi e femmine,107,36,20,566.67846,25,0.4239639,1.205
1,Piemonte,Maschi e femmine,108,15,9,597.63130,11,0.3936994,1.126
