Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
1,Piemonte,Maschi e femmine,0,100000,209,2.09318,99803,0.9997594,82.464,s
1,Piemonte,Maschi e femmine,1,99791,23,0.23384,99779,0.9998009,81.636,s
1,Piemonte,Maschi e femmine,2,99767,16,0.16443,99759,0.9998592,80.655,s
1,Piemonte,Maschi e femmine,3,99751,12,0.11719,99745,0.9998983,79.668,s
1,Piemonte,Maschi e femmine,4,99739,9,0.08621,99735,0.9999215,78.677,s
1,Piemonte,Maschi e femmine,5,99731,7,0.07087,99727,0.9999338,77.684,s
1,Piemonte,Maschi e femmine,6,99724,6,0.06153,99721,0.9999406,76.689,s
1,Piemonte,Maschi e femmine,7,99717,6,0.05719,99715,0.9999423,75.694,s
1,Piemonte,Maschi e femmine,8,99712,6,0.05817,99709,0.9999396,74.698,s
1,Piemonte,Maschi e femmine,9,99706,6,0.06259,99703,0.9999355,73.703,s
1,Piemonte,Maschi e femmine,10,99700,7,0.06636,99696,0.9999318,72.707,s
1,Piemonte,Maschi e femmine,11,99693,7,0.06995,99690,0.9999254,71.712,s
1,Piemonte,Maschi e femmine,12,99686,8,0.07925,99682,0.9999114,70.717,s
1,Piemonte,Maschi e femmine,13,99678,10,0.09789,99673,0.9998871,69.723,s
1,Piemonte,Maschi e femmine,14,99668,13,0.12799,99662,0.9998560,68.729,s
1,Piemonte,Maschi e femmine,15,99656,16,0.16004,99648,0.9998252,67.738,s
1,Piemonte,Maschi e femmine,16,99640,19,0.18950,99630,0.9998003,66.749,s
1,Piemonte,Maschi e femmine,17,99621,21,0.20987,99610,0.9997832,65.761,s
1,Piemonte,Maschi e femmine,18,99600,22,0.22374,99589,0.9997623,64.775,s
1,Piemonte,Maschi e femmine,19,99578,25,0.25160,99565,0.9997357,63.790,s
1,Piemonte,Maschi e femmine,20,99553,28,0.27709,99539,0.9997203,62.806,s
1,Piemonte,Maschi e femmine,21,99525,28,0.28221,99511,0.9997134,61.823,s
1,Piemonte,Maschi e femmine,22,99497,29,0.29101,99482,0.9997090,60.840,s
1,Piemonte,Maschi e femmine,23,99468,29,0.29101,99454,0.9997154,59.858,s
1,Piemonte,Maschi e femmine,24,99439,28,0.27813,99425,0.9997231,58.875,s
1,Piemonte,Maschi e femmine,25,99411,27,0.27561,99398,0.9997267,57.891,s
1,Piemonte,Maschi e femmine,26,99384,27,0.27090,99371,0.9997301,56.907,s
1,Piemonte,Maschi e femmine,27,99357,27,0.26898,99344,0.9997243,55.922,s
1,Piemonte,Maschi e femmine,28,99330,28,0.28235,99316,0.9997024,54.937,s
1,Piemonte,Maschi e femmine,29,99302,31,0.31285,99287,0.9996696,53.953,s
1,Piemonte,Maschi e femmine,30,99271,35,0.34797,99254,0.9996376,52.969,s
1,Piemonte,Maschi e femmine,31,99237,37,0.37689,99218,0.9996011,51.988,s
1,Piemonte,Maschi e femmine,32,99199,42,0.42084,99178,0.9995575,51.007,s
1,Piemonte,Maschi e femmine,33,99158,46,0.46417,99135,0.9995186,50.028,s
1,Piemonte,Maschi e femmine,34,99112,49,0.49862,99087,0.9994902,49.051,s
1,Piemonte,Maschi e femmine,35,99062,52,0.52107,99036,0.9994666,48.075,s
1,Piemonte,Maschi e femmine,36,99010,54,0.54582,98983,0.9994518,47.100,s
1,Piemonte,Maschi e femmine,37,98956,54,0.55053,98929,0.9994398,46.126,s
1,Piemonte,Maschi e femmine,38,98902,56,0.56996,98874,0.9994021,45.151,s
1,Piemonte,Maschi e femmine,39,98846,62,0.62588,98815,0.9993297,44.176,s
1,Piemonte,Maschi e femmine,40,98784,71,0.71477,98748,0.9992299,43.204,s
1,Piemonte,Maschi e femmine,41,98713,81,0.82546,98672,0.9991213,42.234,s
1,Piemonte,Maschi e femmine,42,98632,92,0.93191,98586,0.9990214,41.269,s
1,Piemonte,Maschi e femmine,43,98540,101,1.02531,98489,0.9989296,40.307,s
1,Piemonte,Maschi e femmine,44,98439,110,1.11548,98384,0.9988502,39.348,s
1,Piemonte,Maschi e femmine,45,98329,116,1.18423,98271,0.9987546,38.391,s
1,Piemonte,Maschi e femmine,46,98212,128,1.30655,98148,0.9986115,37.436,s
1,Piemonte,Maschi e femmine,47,98084,144,1.47051,98012,0.9984756,36.484,s
1,Piemonte,Maschi e femmine,48,97940,155,1.57833,97863,0.9983450,35.537,s
1,Piemonte,Maschi e femmine,49,97785,169,1.73182,97701,0.9981492,34.593,s
1,Piemonte,Maschi e femmine,50,97616,192,1.97004,97520,0.9979416,33.652,s
1,Piemonte,Maschi e femmine,51,97424,209,2.14687,97319,0.9977165,32.717,s
1,Piemonte,Maschi e femmine,52,97214,235,2.42040,97097,0.9974263,31.786,s
1,Piemonte,Maschi e femmine,53,96979,264,2.72735,96847,0.9971159,30.862,s
1,Piemonte,Maschi e femmine,54,96715,294,3.04128,96568,0.9967830,29.945,s
1,Piemonte,Maschi e femmine,55,96421,327,3.39324,96257,0.9964294,29.035,s
1,Piemonte,Maschi e femmine,56,96093,360,3.74854,95913,0.9961082,28.132,s
1,Piemonte,Maschi e femmine,57,95733,386,4.03558,95540,0.9958292,27.236,s
1,Piemonte,Maschi e femmine,58,95347,411,4.30650,95142,0.9955297,26.345,s
1,Piemonte,Maschi e femmine,59,94936,440,4.63489,94716,0.9951349,25.456,s
1,Piemonte,Maschi e femmine,60,94496,482,5.09647,94255,0.9946697,24.573,s
1,Piemonte,Maschi e femmine,61,94015,523,5.56523,93753,0.9942023,23.696,s
1,Piemonte,Maschi e femmine,62,93491,564,6.03142,93209,0.9936433,22.826,s
1,Piemonte,Maschi e femmine,63,92928,621,6.68404,92617,0.9928792,21.961,s
1,Piemonte,Maschi e femmine,64,92306,698,7.56044,91957,0.9918807,21.106,s
1,Piemonte,Maschi e femmine,65,91608,795,8.68241,91211,0.9908620,20.263,s
1,Piemonte,Maschi e femmine,66,90813,872,9.59752,90377,0.9899538,19.436,s
1,Piemonte,Maschi e femmine,67,89942,944,10.49925,89469,0.9891300,18.619,s
1,Piemonte,Maschi e femmine,68,88997,1001,11.24458,88497,0.9880698,17.812,s
1,Piemonte,Maschi e femmine,69,87996,1111,12.62353,87441,0.9867741,17.008,s
1,Piemonte,Maschi e femmine,70,86886,1202,13.83602,86285,0.9852725,16.219,s
1,Piemonte,Maschi e femmine,71,85684,1339,15.63146,85014,0.9835420,15.440,s
1,Piemonte,Maschi e femmine,72,84344,1459,17.29763,83615,0.9817480,14.677,s
1,Piemonte,Maschi e femmine,73,82885,1593,19.22322,82089,0.9800383,13.927,s
1,Piemonte,Maschi e femmine,74,81292,1684,20.71458,80450,0.9779084,13.190,s
1,Piemonte,Maschi e femmine,75,79608,1871,23.49771,78673,0.9751513,12.458,s
1,Piemonte,Maschi e femmine,76,77737,2039,26.23215,76718,0.9717137,11.746,s
1,Piemonte,Maschi e femmine,77,75698,2301,30.39586,74548,0.9677986,11.049,s
1,Piemonte,Maschi e femmine,78,73397,2500,34.06356,72147,0.9635407,10.380,s
1,Piemonte,Maschi e femmine,79,70897,2761,38.93953,69517,0.9589223,9.728,s
1,Piemonte,Maschi e femmine,80,68136,2950,43.30246,66661,0.9538116,9.102,s
1,Piemonte,Maschi e femmine,81,65186,3207,49.20501,63582,0.9480570,8.491,s
1,Piemonte,Maschi e femmine,82,61978,3398,54.82276,60279,0.9418886,7.905,s
1,Piemonte,Maschi e femmine,83,58581,3608,61.59078,56777,0.9338285,7.335,s
1,Piemonte,Maschi e femmine,84,54973,3906,71.05284,53020,0.9237102,6.783,s
1,Piemonte,Maschi e femmine,85,51067,4184,81.92722,48975,0.9127920,6.264,s
1,Piemonte,Maschi e femmine,86,46883,4358,92.95998,44704,0.9007549,5.778,s
1,Piemonte,Maschi e femmine,87,42525,4515,106.17445,40267,0.8872049,5.319,s
1,Piemonte,Maschi e femmine,88,38010,4569,120.20224,35725,0.8713016,4.891,s
1,Piemonte,Maschi e femmine,89,33441,4627,138.35545,31127,0.8518690,4.491,s
1,Piemonte,Maschi e femmine,90,28814,4595,159.47616,26516,0.8331186,4.132,s
1,Piemonte,Maschi e femmine,91,24219,4255,175.69164,22091,0.8161276,3.821,s
1,Piemonte,Maschi e femmine,92,19964,3869,193.79675,18029,0.7988346,3.529,s
1,Piemonte,Maschi e femmine,93,16095,3385,210.30534,14402,0.7804667,3.258,s
1,Piemonte,Maschi e femmine,94,12710,2939,231.21878,11241,0.7574539,2.992,s
1,Piemonte,Maschi e femmine,95,9771,2514,257.28014,8514,0.7308618,2.742,s
1,Piemonte,Maschi e femmine,96,7257,2069,285.10384,6223,0.7043591,2.518,s
1,Piemonte,Maschi e femmine,97,5188,1610,310.38010,4383,0.6792052,2.323,s
1,Piemonte,Maschi e femmine,98,3578,1202,335.89677,2977,0.6533331,2.143,s
1,Piemonte,Maschi e femmine,99,2376,862,362.88438,1945,0.6252095,1.974,s
1,Piemonte,Maschi e femmine,100,1514,596,393.47796,1216,0.5935400,1.814,s
1,Piemonte,Maschi e femmine,101,918,393,427.86417,722,0.5604057,1.666,s
1,Piemonte,Maschi e femmine,102,525,242,460.09655,404,0.5284718,1.538,s
1,Piemonte,Maschi e femmine,103,284,140,492.70165,214,0.4962945,1.423,s
1,Piemonte,Maschi e femmine,104,144,76,525.39661,106,0.4641446,1.319,s
1,Piemonte,Maschi e femmine,105,68,38,557.89223,49,0.4322931,1.227,s
1,Piemonte,Maschi e femmine,106,30,18,589.90673,21,0.4010013,1.144,s
1,Piemonte,Maschi e femmine,107,12,8,621.16930,9,0.3705149,1.070,s
1,Piemonte,Maschi e femmine,108,5,3,651.43639,3,0.3410528,1.004,s
1,Piemonte,Maschi e femmine,109,2,1,680.49527,1,0.3128047,0.945,s
1,Piemonte,Maschi e femmine,110,1,0,708.16540,0,0.2859293,0.893,s
1,Piemonte,Maschi e femmine,111,0,0,734.30569,0,0.2605495,0.847,s
1,Piemonte,Maschi e femmine,112,0,0,758.81398,0,0.2367542,0.806,s
1,Piemonte,Maschi e femmine,113,0,0,781.62077,0,0.2146030,0.771,s
1,Piemonte,Maschi e femmine,114,0,0,802.68904,0,0.1941269,0.739,s
1,Piemonte,Maschi e femmine,115,0,0,822.01045,0,0.1753317,0.711,s
1,Piemonte,Maschi e femmine,116,0,0,839.60099,0,0.1582023,0.687,s
1,Piemonte,Maschi e femmine,117,0,0,855.49334,0,0.1427076,0.666,s
1,Piemonte,Maschi e femmine,118,0,0,869.74242,0,0.1287974,0.647,s
1,Piemonte,Maschi e femmine,119,0,0,882.41210,0,0.1164125,0.632,s
1,Piemonte,Maschi,0,100000,249,2.49447,99765,0.9997431,80.327,s
1,Piemonte,Maschi,1,99751,22,0.21881,99740,0.9998033,79.527,s
1,Piemonte,Maschi,2,99729,17,0.17449,99720,0.9998425,78.544,s
1,Piemonte,Maschi,3,99711,14,0.14045,99704,0.9998732,77.558,s
1,Piemonte,Maschi,4,99697,11,0.11324,99692,0.9998981,76.569,s
1,Piemonte,Maschi,5,99686,9,0.09065,99682,0.9999204,75.577,s
1,Piemonte,Maschi,6,99677,7,0.06863,99674,0.9999373,74.584,s
1,Piemonte,Maschi,7,99670,6,0.05679,99667,0.9999434,73.589,s
1,Piemonte,Maschi,8,99664,6,0.05647,99662,0.9999365,72.593,s
1,Piemonte,Maschi,9,99659,7,0.07045,99655,0.9999221,71.597,s
1,Piemonte,Maschi,10,99652,9,0.08532,99648,0.9999110,70.602,s
1,Piemonte,Maschi,11,99643,9,0.09270,99639,0.9999108,69.608,s
1,Piemonte,Maschi,12,99634,9,0.08575,99630,0.9999161,68.615,s
1,Piemonte,Maschi,13,99626,8,0.08199,99621,0.9999078,67.621,s
1,Piemonte,Maschi,14,99617,10,0.10237,99612,0.9998749,66.626,s
1,Piemonte,Maschi,15,99607,15,0.14778,99600,0.9998213,65.633,s
1,Piemonte,Maschi,16,99592,21,0.20967,99582,0.9997631,64.642,s
1,Piemonte,Maschi,17,99572,26,0.26408,99558,0.9997188,63.656,s
1,Piemonte,Maschi,18,99545,30,0.29833,99530,0.9996762,62.673,s
1,Piemonte,Maschi,19,99516,35,0.34924,99498,0.9996253,61.691,s
1,Piemonte,Maschi,20,99481,40,0.40021,99461,0.9995901,60.713,s
1,Piemonte,Maschi,21,99441,42,0.41951,99420,0.9995696,59.737,s
1,Piemonte,Maschi,22,99399,44,0.44133,99377,0.9995629,58.761,s
1,Piemonte,Maschi,23,99355,43,0.43286,99334,0.9995874,57.787,s
1,Piemonte,Maschi,24,99312,39,0.39225,99293,0.9996187,56.812,s
1,Piemonte,Maschi,25,99273,37,0.37040,99255,0.9996326,55.834,s
1,Piemonte,Maschi,26,99237,36,0.36445,99219,0.9996298,54.855,s
1,Piemonte,Maschi,27,99201,37,0.37595,99182,0.9996015,53.874,s
1,Piemonte,Maschi,28,99163,42,0.42100,99142,0.9995490,52.895,s
1,Piemonte,Maschi,29,99122,48,0.48106,99098,0.9994943,51.917,s
1,Piemonte,Maschi,30,99074,53,0.53040,99048,0.9994618,50.941,s
1,Piemonte,Maschi,31,99021,54,0.54593,98994,0.9994416,49.968,s
1,Piemonte,Maschi,32,98967,56,0.57082,98939,0.9994184,48.995,s
1,Piemonte,Maschi,33,98911,59,0.59242,98881,0.9993983,48.023,s
1,Piemonte,Maschi,34,98852,60,0.61097,98822,0.9993804,47.051,s
1,Piemonte,Maschi,35,98792,62,0.62814,98761,0.9993584,46.079,s
1,Piemonte,Maschi,36,98730,65,0.65512,98697,0.9993373,45.108,s
1,Piemonte,Maschi,37,98665,66,0.67022,98632,0.9993077,44.137,s
1,Piemonte,Maschi,38,98599,70,0.71436,98564,0.9992393,43.167,s
1,Piemonte,Maschi,39,98528,80,0.80716,98489,0.9991313,42.197,s
1,Piemonte,Maschi,40,98449,92,0.93023,98403,0.9990087,41.231,s
1,Piemonte,Maschi,41,98357,104,1.05239,98306,0.9988839,40.269,s
1,Piemonte,Maschi,42,98254,116,1.17984,98196,0.9987590,39.311,s
1,Piemonte,Maschi,43,98138,128,1.30226,98074,0.9986577,38.356,s
1,Piemonte,Maschi,44,98010,135,1.38229,97942,0.9985807,37.406,s
1,Piemonte,Maschi,45,97875,143,1.45644,97803,0.9984813,36.457,s
1,Piemonte,Maschi,46,97732,155,1.58098,97655,0.9983226,35.509,s
1,Piemonte,Maschi,47,97578,173,1.77404,97491,0.9981459,34.565,s
1,Piemonte,Maschi,48,97404,188,1.93435,97310,0.9979696,33.625,s
1,Piemonte,Maschi,49,97216,207,2.12661,97113,0.9976854,32.690,s
1,Piemonte,Maschi,50,97009,243,2.50303,96888,0.9973488,31.758,s
1,Piemonte,Maschi,51,96766,271,2.79974,96631,0.9970324,30.837,s
1,Piemonte,Maschi,52,96496,303,3.13587,96344,0.9966678,29.922,s
1,Piemonte,Maschi,53,96193,339,3.52921,96023,0.9962950,29.014,s
1,Piemonte,Maschi,54,95853,372,3.88146,95667,0.9959265,28.115,s
1,Piemonte,Maschi,55,95481,407,4.26638,95278,0.9954678,27.223,s
1,Piemonte,Maschi,56,95074,456,4.79920,94846,0.9950077,26.337,s
1,Piemonte,Maschi,57,94618,491,5.18642,94372,0.9946613,25.462,s
1,Piemonte,Maschi,58,94127,517,5.49174,93869,0.9942579,24.592,s
1,Piemonte,Maschi,59,93610,561,5.99377,93330,0.9937352,23.725,s
1,Piemonte,Maschi,60,93049,608,6.53745,92745,0.9931774,22.865,s
1,Piemonte,Maschi,61,92441,657,7.10959,92112,0.9925400,22.012,s
1,Piemonte,Maschi,62,91784,717,7.81301,91425,0.9917878,21.166,s
1,Piemonte,Maschi,63,91066,784,8.61455,90674,0.9908695,20.329,s
1,Piemonte,Maschi,64,90282,871,9.65091,89846,0.9895815,19.501,s
1,Piemonte,Maschi,65,89411,1001,11.19350,88910,0.9882248,18.687,s
1,Piemonte,Maschi,66,88410,1093,12.36345,87863,0.9870826,17.892,s
1,Piemonte,Maschi,67,87317,1177,13.47826,86728,0.9861499,17.110,s
1,Piemonte,Maschi,68,86140,1226,14.22709,85527,0.9849816,16.337,s
1,Piemonte,Maschi,69,84914,1343,15.82120,84243,0.9834102,15.566,s
1,Piemonte,Maschi,70,83571,1452,17.37078,82845,0.9814243,14.808,s
1,Piemonte,Maschi,71,82119,1626,19.80194,81306,0.9790041,14.061,s
1,Piemonte,Maschi,72,80493,1788,22.21393,79599,0.9765893,13.335,s
1,Piemonte,Maschi,73,78705,1939,24.63457,77736,0.9744163,12.626,s
1,Piemonte,Maschi,74,76766,2039,26.55673,75747,0.9715764,11.933,s
1,Piemonte,Maschi,75,74728,2267,30.34140,73594,0.9677631,11.245,s
1,Piemonte,Maschi,76,72460,2478,34.19173,71221,0.9632456,10.581,s
1,Piemonte,Maschi,77,69983,2758,39.40785,68604,0.9584363,9.938,s
1,Piemonte,Maschi,78,67225,2945,43.80792,65752,0.9535675,9.325,s
1,Piemonte,Maschi,79,64280,3161,49.17726,62699,0.9483319,8.729,s
1,Piemonte,Maschi,80,61119,3318,54.28779,59460,0.9420526,8.155,s
1,Piemonte,Maschi,81,57801,3573,61.81714,56014,0.9348772,7.594,s
1,Piemonte,Maschi,82,54228,3723,68.64628,52366,0.9275813,7.062,s
1,Piemonte,Maschi,83,50505,3862,76.46920,48574,0.9183960,6.545,s
1,Piemonte,Maschi,84,46643,4066,87.16398,44610,0.9074076,6.046,s
1,Piemonte,Maschi,85,42577,4196,98.53906,40480,0.8958645,5.575,s
1,Piemonte,Maschi,86,38382,4235,110.34364,36264,0.8826393,5.130,s
1,Piemonte,Maschi,87,34147,4277,125.24812,32008,0.8665873,4.704,s
1,Piemonte,Maschi,88,29870,4264,142.74628,27738,0.8462672,4.306,s
1,Piemonte,Maschi,89,25606,4265,166.54879,23474,0.8221365,3.940,s
1,Piemonte,Maschi,90,21341,4086,191.43913,19299,0.8015972,3.628,s
1,Piemonte,Maschi,91,17256,3572,207.01514,15470,0.7838432,3.368,s
1,Piemonte,Maschi,92,13684,3116,227.68496,12126,0.7651373,3.117,s
1,Piemonte,Maschi,93,10568,2580,244.15655,9278,0.7456026,2.888,s
1,Piemonte,Maschi,94,7988,2140,267.94630,6918,0.7195711,2.660,s
1,Piemonte,Maschi,95,5847,1740,297.48036,4978,0.6903342,2.451,s
1,Piemonte,Maschi,96,4108,1343,327.01111,3436,0.6655577,2.277,s
1,Piemonte,Maschi,97,2765,955,345.48445,2287,0.6483566,2.140,s
1,Piemonte,Maschi,98,1809,653,361.05329,1483,0.6314855,2.005,s
1,Piemonte,Maschi,99,1156,440,380.19195,936,0.6073140,1.856,s
1,Piemonte,Maschi,100,717,296,412.84383,569,0.5687525,1.688,s
1,Piemonte,Maschi,101,421,195,462.59133,323,0.5253796,1.523,s
1,Piemonte,Maschi,102,226,112,497.00393,170,0.4913689,1.403,s
1,Piemonte,Maschi,103,114,60,531.74682,83,0.4571680,1.296,s
1,Piemonte,Maschi,104,53,30,566.50546,38,0.4230778,1.199,s
1,Piemonte,Maschi,105,23,14,600.95195,16,0.3894036,1.113,s
1,Piemonte,Maschi,106,9,6,634.76511,6,0.3564417,1.036,s
1,Piemonte,Maschi,107,3,2,667.63363,2,0.3244731,0.968,s
1,Piemonte,Maschi,108,1,1,699.27551,1,0.2937514,0.907,s
1,Piemonte,Maschi,109,0,0,729.43640,0,0.2645015,0.853,s
1,Piemonte,Maschi,110,0,0,757.90412,0,0.2369104,0.806,s
1,Piemonte,Maschi,111,0,0,784.50890,0,0.2111263,0.765,s
1,Piemonte,Maschi,112,0,0,809.12891,0,0.1872560,0.728,s
1,Piemonte,Maschi,113,0,0,831.68393,0,0.1653692,0.697,s
1,Piemonte,Maschi,114,0,0,852.13876,0,0.1454967,0.669,s
1,Piemonte,Maschi,115,0,0,870.49484,0,0.1276369,0.646,s
1,Piemonte,Maschi,116,0,0,886.78952,0,0.1117566,0.625,s
1,Piemonte,Maschi,117,0,0,901.08585,0,0.0977993,0.608,s
1,Piemonte,Maschi,118,0,0,913.47102,0,0.0856867,0.594,s
1,Piemonte,Maschi,119,0,0,924.04747,0,0.0753255,0.581,s
1,Piemonte,Femmine,0,100000,167,1.67015,99843,0.9997765,84.702,s
1,Piemonte,Femmine,1,99833,25,0.24969,99821,0.9997982,83.843,s
1,Piemonte,Femmine,2,99808,15,0.15382,99800,0.9998768,82.864,s
1,Piemonte,Femmine,3,99793,9,0.09267,99788,0.9999248,81.876,s
1,Piemonte,Femmine,4,99783,6,0.05773,99781,0.9999461,80.884,s
1,Piemonte,Femmine,5,99778,5,0.05003,99775,0.9999480,79.888,s
1,Piemonte,Femmine,6,99773,5,0.05405,99770,0.9999442,78.892,s
1,Piemonte,Femmine,7,99767,6,0.05762,99764,0.9999412,77.897,s
1,Piemonte,Femmine,8,99762,6,0.05997,99759,0.9999429,76.901,s
1,Piemonte,Femmine,9,99756,5,0.05430,99753,0.9999497,75.906,s
1,Piemonte,Femmine,10,99750,5,0.04639,99748,0.9999538,74.910,s
1,Piemonte,Femmine,11,99746,5,0.04598,99743,0.9999408,73.913,s
1,Piemonte,Femmine,12,99741,7,0.07240,99737,0.9999065,72.917,s
1,Piemonte,Femmine,13,99734,11,0.11464,99728,0.9998652,71.922,s
1,Piemonte,Femmine,14,99722,15,0.15499,99715,0.9998360,70.930,s
1,Piemonte,Femmine,15,99707,17,0.17297,99698,0.9998294,69.941,s
1,Piemonte,Femmine,16,99690,17,0.16824,99681,0.9998395,68.953,s
1,Piemonte,Femmine,17,99673,15,0.15275,99665,0.9998511,67.964,s
1,Piemonte,Femmine,18,99658,14,0.14514,99650,0.9998531,66.975,s
1,Piemonte,Femmine,19,99643,15,0.14873,99636,0.9998519,65.984,s
1,Piemonte,Femmine,20,99628,15,0.14741,99621,0.9998575,64.994,s
1,Piemonte,Femmine,21,99614,14,0.13763,99607,0.9998648,64.004,s
1,Piemonte,Femmine,22,99600,13,0.13277,99593,0.9998628,63.012,s
1,Piemonte,Femmine,23,99587,14,0.14173,99580,0.9998501,62.021,s
1,Piemonte,Femmine,24,99573,16,0.15807,99565,0.9998330,61.029,s
1,Piemonte,Femmine,25,99557,18,0.17589,99548,0.9998258,60.039,s
1,Piemonte,Femmine,26,99539,17,0.17251,99531,0.9998355,59.049,s
1,Piemonte,Femmine,27,99522,16,0.15649,99514,0.9998535,58.060,s
1,Piemonte,Femmine,28,99507,14,0.13660,99500,0.9998637,57.069,s
1,Piemonte,Femmine,29,99493,14,0.13608,99486,0.9998538,56.076,s
1,Piemonte,Femmine,30,99479,16,0.15632,99472,0.9998222,55.084,s
1,Piemonte,Femmine,31,99464,20,0.19938,99454,0.9997686,54.092,s
1,Piemonte,Femmine,32,99444,26,0.26339,99431,0.9997035,53.103,s
1,Piemonte,Femmine,33,99418,33,0.32958,99401,0.9996449,52.117,s
1,Piemonte,Femmine,34,99385,38,0.38073,99366,0.9996053,51.134,s
1,Piemonte,Femmine,35,99347,41,0.40876,99327,0.9995800,50.153,s
1,Piemonte,Femmine,36,99307,43,0.43119,99285,0.9995719,49.174,s
1,Piemonte,Femmine,37,99264,42,0.42503,99243,0.9995782,48.195,s
1,Piemonte,Femmine,38,99222,42,0.41859,99201,0.9995727,47.215,s
1,Piemonte,Femmine,39,99180,43,0.43592,99159,0.9995375,46.234,s
1,Piemonte,Femmine,40,99137,48,0.48908,99113,0.9994615,45.254,s
1,Piemonte,Femmine,41,99088,58,0.58788,99059,0.9993698,44.276,s
1,Piemonte,Femmine,42,99030,67,0.67246,98997,0.9992960,43.302,s
1,Piemonte,Femmine,43,98964,73,0.73565,98927,0.9992139,42.331,s
1,Piemonte,Femmine,44,98891,83,0.83657,98849,0.9991318,41.362,s
1,Piemonte,Femmine,45,98808,89,0.89984,98764,0.9990401,40.396,s
1,Piemonte,Femmine,46,98719,101,1.02000,98669,0.9989132,39.432,s
1,Piemonte,Femmine,47,98618,114,1.15376,98562,0.9988196,38.471,s
1,Piemonte,Femmine,48,98505,119,1.20706,98445,0.9987363,37.515,s
1,Piemonte,Femmine,49,98386,130,1.32043,98321,0.9986322,36.560,s
1,Piemonte,Femmine,50,98256,139,1.41517,98186,0.9985584,35.608,s
1,Piemonte,Femmine,51,98117,144,1.46803,98045,0.9984273,34.658,s
1,Piemonte,Femmine,52,97973,164,1.67751,97891,0.9982133,33.708,s
1,Piemonte,Femmine,53,97808,185,1.89605,97716,0.9979663,32.764,s
1,Piemonte,Femmine,54,97623,212,2.17170,97517,0.9976688,31.825,s
1,Piemonte,Femmine,55,97411,243,2.49113,97290,0.9974220,30.893,s
1,Piemonte,Femmine,56,97168,259,2.66515,97039,0.9972418,29.969,s
1,Piemonte,Femmine,57,96909,276,2.85153,96771,0.9970294,29.048,s
1,Piemonte,Femmine,58,96633,299,3.08996,96484,0.9968333,28.129,s
1,Piemonte,Femmine,59,96334,312,3.24373,96178,0.9965657,27.215,s
1,Piemonte,Femmine,60,96022,348,3.62545,95848,0.9961909,26.302,s
1,Piemonte,Femmine,61,95674,382,3.99345,95483,0.9958914,25.396,s
1,Piemonte,Femmine,62,95292,403,4.22430,95090,0.9955218,24.496,s
1,Piemonte,Femmine,63,94889,449,4.73320,94665,0.9949060,23.597,s
1,Piemonte,Femmine,64,94440,515,5.45653,94182,0.9941893,22.707,s
1,Piemonte,Femmine,65,93925,579,6.16688,93635,0.9934969,21.829,s
1,Piemonte,Femmine,66,93345,639,6.84141,93026,0.9928065,20.961,s
1,Piemonte,Femmine,67,92707,700,7.54794,92357,0.9920737,20.102,s
1,Piemonte,Femmine,68,92007,764,8.30745,91625,0.9911018,19.251,s
1,Piemonte,Femmine,69,91243,866,9.49394,90810,0.9900553,18.408,s
1,Piemonte,Femmine,70,90377,940,10.39975,89907,0.9889992,17.580,s
1,Piemonte,Femmine,71,89437,1038,11.60823,88918,0.9879000,16.760,s
1,Piemonte,Femmine,72,88398,1114,12.59763,87842,0.9866546,15.951,s
1,Piemonte,Femmine,73,87285,1231,14.10272,86669,0.9853289,15.148,s
1,Piemonte,Femmine,74,86054,1312,15.24767,85398,0.9837970,14.357,s
1,Piemonte,Femmine,75,84742,1455,17.17313,84014,0.9819300,13.572,s
1,Piemonte,Femmine,76,83286,1581,18.98245,82496,0.9793634,12.800,s
1,Piemonte,Femmine,77,81705,1824,22.32269,80794,0.9761104,12.038,s
1,Piemonte,Femmine,78,79882,2036,25.49237,78863,0.9722300,11.302,s
1,Piemonte,Femmine,79,77845,2344,30.10723,76673,0.9679675,10.584,s
1,Piemonte,Femmine,80,75502,2568,34.01744,74217,0.9636406,9.897,s
1,Piemonte,Femmine,81,72933,2829,38.78380,71519,0.9588137,9.228,s
1,Piemonte,Femmine,82,70105,3063,43.68574,68573,0.9532634,8.580,s
1,Piemonte,Femmine,83,67042,3347,49.92682,65368,0.9457561,7.949,s
1,Piemonte,Femmine,84,63695,3744,58.78788,61823,0.9359375,7.341,s
1,Piemonte,Femmine,85,59950,4177,69.66657,57862,0.9250953,6.768,s
1,Piemonte,Femmine,86,55774,4492,80.53509,53528,0.9134930,6.238,s
1,Piemonte,Femmine,87,51282,4769,93.00208,48897,0.9011817,5.740,s
1,Piemonte,Femmine,88,46513,4895,105.23088,44065,0.8875569,5.278,s
1,Piemonte,Femmine,89,41618,5015,120.50344,39111,0.8702071,4.839,s
1,Piemonte,Femmine,90,36603,5137,140.35522,34034,0.8514648,4.434,s
1,Piemonte,Femmine,91,31466,4973,158.05070,28979,0.8338110,4.076,s
1,Piemonte,Femmine,92,26492,4659,175.85512,24163,0.8161712,3.748,s
1,Piemonte,Femmine,93,21834,4225,193.50394,19721,0.7972694,3.441,s
1,Piemonte,Femmine,94,17609,3771,214.17110,15723,0.7744881,3.146,s
