Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita,Informazioni
13,Abruzzo,Maschi e femmine,83,59207,3627,61.25182,57394,0.9344735,7.350,s
13,Abruzzo,Maschi e femmine,84,55581,3895,70.08009,53633,0.9244598,6.797,s
13,Abruzzo,Maschi e femmine,85,51686,4208,81.41180,49582,0.9120135,6.272,s
13,Abruzzo,Maschi e femmine,86,47478,4517,95.14384,45219,0.8990213,5.784,s
13,Abruzzo,Maschi e femmine,87,42960,4615,107.42698,40653,0.8866545,5.339,s
13,Abruzzo,Maschi e femmine,88,38345,4601,119.97628,36045,0.8718280,4.922,s
13,Abruzzo,Maschi e femmine,89,33745,4639,137.48496,31425,0.8550349,4.524,s
13,Abruzzo,Maschi e femmine,90,29105,4472,153.63766,26870,0.8393132,4.166,s
13,Abruzzo,Maschi e femmine,91,24634,4163,169.01550,22552,0.8214264,3.831,s
13,Abruzzo,Maschi e femmine,92,20470,3891,190.07563,18525,0.8025732,3.509,s
13,Abruzzo,Maschi e femmine,93,16579,3424,206.50308,14868,0.7792644,3.215,s
13,Abruzzo,Maschi e femmine,94,13156,3140,238.67203,11586,0.7472617,2.921,s
13,Abruzzo,Maschi e femmine,95,10016,2716,271.21423,8658,0.7207155,2.681,s
13,Abruzzo,Maschi e femmine,96,7299,2119,290.35800,6240,0.6997548,2.492,s
13,Abruzzo,Maschi e femmine,97,5180,1627,314.17776,4366,0.6762029,2.307,s
13,Abruzzo,Maschi e femmine,98,3553,1200,337.82307,2952,0.6519407,2.135,s
13,Abruzzo,Maschi e femmine,99,2352,855,363.51770,1925,0.6246261,1.969,s
13,Abruzzo,Maschi e femmine,100,1497,590,394.00173,1202,0.5924303,1.809,s
13,Abruzzo,Maschi e femmine,101,907,390,429.95920,712,0.5585001,1.659,s
13,Abruzzo,Maschi e femmine,102,517,239,461.74523,398,0.5270157,1.534,s
13,Abruzzo,Maschi e femmine,103,278,137,493.86479,210,0.4953190,1.420,s
13,Abruzzo,Maschi e femmine,104,141,74,526.05114,104,0.4636647,1.319,s
13,Abruzzo,Maschi e femmine,105,67,37,558.03425,48,0.4323052,1.227,s
13,Abruzzo,Maschi e femmine,106,30,17,589.55296,21,0.4014830,1.145,s
13,Abruzzo,Maschi e femmine,107,12,8,620.35669,8,0.3714258,1.072,s
13,Abruzzo,Maschi e femmine,108,5,3,650.21947,3,0.3423375,1.007,s
13,Abruzzo,Maschi e femmine,109,2,1,678.94150,1,0.3143978,0.948,s
13,Abruzzo,Maschi e femmine,110,1,0,706.34835,0,0.2877613,0.897,s
13,Abruzzo,Maschi e femmine,111,0,0,732.29764,0,0.2625538,0.851,s
13,Abruzzo,Maschi e femmine,112,0,0,756.67863,0,0.2388733,0.810,s
13,Abruzzo,Maschi e femmine,113,0,0,779.40743,0,0.2167934,0.774,s
13,Abruzzo,Maschi e femmine,114,0,0,800.42925,0,0.1963618,0.742,s
13,Abruzzo,Maschi e femmine,115,0,0,819.71759,0,0.1776010,0.715,s
13,Abruzzo,Maschi e femmine,116,0,0,837.27246,0,0.1605104,0.690,s
13,Abruzzo,Maschi e femmine,117,0,0,853.11481,0,0.1450694,0.669,s
13,Abruzzo,Maschi e femmine,118,0,0,867.29285,0,0.1312338,0.651,s
13,Abruzzo,Maschi e femmine,119,0,0,879.86847,0,0.1189458,0.635,s
13,Abruzzo,Maschi,0,100000,288,2.88034,99729,0.9996387,80.256,s
13,Abruzzo,Maschi,1,99712,38,0.38176,99693,0.9997016,79.487,s
13,Abruzzo,Maschi,2,99674,21,0.21502,99663,0.9998318,78.517,s
13,Abruzzo,Maschi,3,99652,12,0.12142,99646,0.9999035,77.534,s
13,Abruzzo,Maschi,4,99640,7,0.07157,99637,0.9999338,76.543,s
13,Abruzzo,Maschi,5,99633,6,0.06074,99630,0.9999475,75.549,s
13,Abruzzo,Maschi,6,99627,4,0.04419,99625,0.9999657,74.553,s
13,Abruzzo,Maschi,7,99623,2,0.02442,99622,0.9999801,73.556,s
13,Abruzzo,Maschi,8,99620,2,0.01544,99620,0.9999839,72.558,s
13,Abruzzo,Maschi,9,99619,2,0.01672,99618,0.9999848,71.559,s
13,Abruzzo,Maschi,10,99617,1,0.01373,99616,0.9999851,70.560,s
13,Abruzzo,Maschi,11,99616,2,0.01614,99615,0.9999764,69.561,s
13,Abruzzo,Maschi,12,99614,3,0.03097,99613,0.9999553,68.563,s
13,Abruzzo,Maschi,13,99611,6,0.05840,99608,0.9999347,67.565,s
13,Abruzzo,Maschi,14,99605,7,0.07214,99602,0.9999211,66.569,s
13,Abruzzo,Maschi,15,99598,9,0.08573,99594,0.9999016,65.573,s
13,Abruzzo,Maschi,16,99590,11,0.11103,99584,0.9998565,64.579,s
13,Abruzzo,Maschi,17,99578,18,0.17590,99570,0.9997813,63.586,s
13,Abruzzo,Maschi,18,99561,26,0.26160,99548,0.9996933,62.597,s
13,Abruzzo,Maschi,19,99535,35,0.35177,99517,0.9996028,61.613,s
13,Abruzzo,Maschi,20,99500,44,0.44271,99478,0.9995306,60.635,s
13,Abruzzo,Maschi,21,99456,49,0.49605,99431,0.9995026,59.661,s
13,Abruzzo,Maschi,22,99407,50,0.49876,99382,0.9995257,58.691,s
13,Abruzzo,Maschi,23,99357,45,0.44991,99335,0.9995785,57.720,s
13,Abruzzo,Maschi,24,99312,39,0.39314,99293,0.9996285,56.746,s
13,Abruzzo,Maschi,25,99273,35,0.34979,99256,0.9996227,55.768,s
13,Abruzzo,Maschi,26,99238,40,0.40477,99218,0.9995576,54.787,s
13,Abruzzo,Maschi,27,99198,48,0.48006,99174,0.9994878,53.809,s
13,Abruzzo,Maschi,28,99151,54,0.54437,99124,0.9994534,52.835,s
13,Abruzzo,Maschi,29,99097,54,0.54875,99070,0.9994611,51.863,s
13,Abruzzo,Maschi,30,99042,52,0.52907,99016,0.9994922,50.891,s
13,Abruzzo,Maschi,31,98990,48,0.48650,98966,0.9995129,49.918,s
13,Abruzzo,Maschi,32,98942,48,0.48760,98918,0.9995119,48.942,s
13,Abruzzo,Maschi,33,98894,48,0.48863,98869,0.9994737,47.966,s
13,Abruzzo,Maschi,34,98845,56,0.56407,98817,0.9993915,46.989,s
13,Abruzzo,Maschi,35,98789,65,0.65294,98757,0.9992933,46.015,s
13,Abruzzo,Maschi,36,98725,75,0.76043,98687,0.9992133,45.045,s
13,Abruzzo,Maschi,37,98650,80,0.81307,98610,0.9991500,44.079,s
13,Abruzzo,Maschi,38,98570,87,0.88702,98526,0.9990629,43.114,s
13,Abruzzo,Maschi,39,98482,97,0.98729,98434,0.9989355,42.152,s
13,Abruzzo,Maschi,40,98385,112,1.14172,98329,0.9988183,41.193,s
13,Abruzzo,Maschi,41,98273,120,1.22166,98213,0.9987778,40.240,s
13,Abruzzo,Maschi,42,98153,120,1.22278,98093,0.9988070,39.288,s
13,Abruzzo,Maschi,43,98033,114,1.16326,97976,0.9988262,38.336,s
13,Abruzzo,Maschi,44,97919,116,1.18442,97861,0.9987431,37.380,s
13,Abruzzo,Maschi,45,97803,130,1.32951,97738,0.9985296,36.424,s
13,Abruzzo,Maschi,46,97673,157,1.61151,97594,0.9982435,35.472,s
13,Abruzzo,Maschi,47,97515,185,1.90177,97422,0.9978724,34.528,s
13,Abruzzo,Maschi,48,97330,229,2.35381,97215,0.9975042,33.593,s
13,Abruzzo,Maschi,49,97101,256,2.63802,96973,0.9972835,32.671,s
13,Abruzzo,Maschi,50,96844,271,2.79512,96709,0.9971516,31.756,s
13,Abruzzo,Maschi,51,96574,280,2.90174,96434,0.9969476,30.844,s
13,Abruzzo,Maschi,52,96294,308,3.20347,96139,0.9966293,29.932,s
13,Abruzzo,Maschi,53,95985,340,3.53855,95815,0.9962270,29.026,s
13,Abruzzo,Maschi,54,95645,383,4.00822,95454,0.9958111,28.128,s
13,Abruzzo,Maschi,55,95262,416,4.37029,95054,0.9955960,27.239,s
13,Abruzzo,Maschi,56,94846,421,4.43776,94635,0.9955503,26.356,s
13,Abruzzo,Maschi,57,94425,421,4.46168,94214,0.9952946,25.472,s
13,Abruzzo,Maschi,58,94004,465,4.95013,93771,0.9947808,24.583,s
13,Abruzzo,Maschi,59,93538,513,5.48964,93281,0.9940885,23.703,s
13,Abruzzo,Maschi,60,93025,589,6.33566,92730,0.9931574,22.831,s
13,Abruzzo,Maschi,61,92435,680,7.35269,92096,0.9921153,21.974,s
13,Abruzzo,Maschi,62,91756,773,8.42058,91369,0.9910405,21.133,s
13,Abruzzo,Maschi,63,90983,865,9.50301,90551,0.9897195,20.308,s
13,Abruzzo,Maschi,64,90118,997,11.06546,89620,0.9883214,19.498,s
13,Abruzzo,Maschi,65,89121,1096,12.29853,88573,0.9873058,18.711,s
13,Abruzzo,Maschi,66,88025,1153,13.09477,87449,0.9864556,17.937,s
13,Abruzzo,Maschi,67,86872,1216,13.99995,86264,0.9854273,17.169,s
13,Abruzzo,Maschi,68,85656,1298,15.15368,85007,0.9843286,16.405,s
13,Abruzzo,Maschi,69,84358,1366,16.19702,83675,0.9831066,15.650,s
13,Abruzzo,Maschi,70,82992,1461,17.60122,82262,0.9814031,14.900,s
13,Abruzzo,Maschi,71,81531,1599,19.61045,80732,0.9791581,14.158,s
13,Abruzzo,Maschi,72,79932,1766,22.09792,79049,0.9767476,13.431,s
13,Abruzzo,Maschi,73,78166,1910,24.43301,77211,0.9742906,12.723,s
13,Abruzzo,Maschi,74,76256,2060,27.01780,75226,0.9716227,12.029,s
13,Abruzzo,Maschi,75,74196,2209,29.77447,73091,0.9690254,11.349,s
13,Abruzzo,Maschi,76,71987,2319,32.21148,70827,0.9660507,10.682,s
13,Abruzzo,Maschi,77,69668,2490,35.74498,68423,0.9616264,10.021,s
13,Abruzzo,Maschi,78,67178,2761,41.09974,65797,0.9550406,9.374,s
13,Abruzzo,Maschi,79,64417,3155,48.98457,62839,0.9472623,8.754,s
13,Abruzzo,Maschi,80,61261,3473,56.68422,59525,0.9393548,8.180,s
13,Abruzzo,Maschi,81,57789,3747,64.84424,55915,0.9326414,7.641,s
13,Abruzzo,Maschi,82,54041,3785,70.04731,52149,0.9274380,7.136,s
13,Abruzzo,Maschi,83,50256,3783,75.26612,48365,0.9203818,6.636,s
13,Abruzzo,Maschi,84,46473,3919,84.32445,44514,0.9105126,6.136,s
13,Abruzzo,Maschi,85,42555,4048,95.12589,40531,0.8978287,5.654,s
13,Abruzzo,Maschi,86,38507,4234,109.95747,36389,0.8823196,5.196,s
13,Abruzzo,Maschi,87,34272,4331,126.35746,32107,0.8667456,4.777,s
13,Abruzzo,Maschi,88,29942,4226,141.14893,27829,0.8503601,4.395,s
13,Abruzzo,Maschi,89,25716,4102,159.52631,23664,0.8320596,4.035,s
13,Abruzzo,Maschi,90,21613,3846,177.95154,19690,0.8138690,3.706,s
13,Abruzzo,Maschi,91,17767,3484,196.08110,16025,0.7946106,3.400,s
13,Abruzzo,Maschi,92,14283,3099,216.96812,12734,0.7743265,3.108,s
13,Abruzzo,Maschi,93,11184,2648,236.79110,9860,0.7453720,2.830,s
13,Abruzzo,Maschi,94,8536,2373,277.99901,7349,0.7063654,2.553,s
13,Abruzzo,Maschi,95,6163,1943,315.29050,5191,0.6765767,2.344,s
13,Abruzzo,Maschi,96,4220,1415,335.30099,3512,0.6555175,2.193,s
13,Abruzzo,Maschi,97,2805,1005,358.29555,2302,0.6337353,2.047,s
13,Abruzzo,Maschi,98,1800,682,378.68336,1459,0.6129481,1.910,s
13,Abruzzo,Maschi,99,1118,448,400.52091,894,0.5874850,1.770,s
13,Abruzzo,Maschi,100,670,290,432.52256,525,0.5514433,1.619,s
13,Abruzzo,Maschi,101,380,181,476.81191,290,0.5112742,1.471,s
13,Abruzzo,Maschi,102,199,102,511.49761,148,0.4770430,1.357,s
13,Abruzzo,Maschi,103,97,53,546.41531,71,0.4427175,1.253,s
13,Abruzzo,Maschi,104,44,26,581.24100,31,0.4086062,1.161,s
13,Abruzzo,Maschi,105,18,11,615.63892,13,0.3750202,1.078,s
13,Abruzzo,Maschi,106,7,5,649.28227,5,0.3422598,1.005,s
13,Abruzzo,Maschi,107,2,2,681.85633,2,0.3106080,0.940,s
13,Abruzzo,Maschi,108,1,1,713.07822,1,0.2803187,0.882,s
13,Abruzzo,Maschi,109,0,0,742.69493,0,0.2516152,0.831,s
13,Abruzzo,Maschi,110,0,0,770.49792,0,0.2246815,0.786,s
13,Abruzzo,Maschi,111,0,0,796.32299,0,0.1996612,0.747,s
13,Abruzzo,Maschi,112,0,0,820.05555,0,0.1766552,0.713,s
13,Abruzzo,Maschi,113,0,0,841.62387,0,0.1557267,0.683,s
13,Abruzzo,Maschi,114,0,0,861.00214,0,0.1368989,0.658,s
13,Abruzzo,Maschi,115,0,0,878.20173,0,0.1201622,0.636,s
13,Abruzzo,Maschi,116,0,0,893.27014,0,0.1054752,0.618,s
13,Abruzzo,Maschi,117,0,0,906.28045,0,0.0927728,0.602,s
13,Abruzzo,Maschi,118,0,0,917.32956,0,0.0819680,0.589,s
13,Abruzzo,Maschi,119,0,0,926.52913,0,0.0729594,0.579,s
13,Abruzzo,Femmine,0,100000,250,2.49569,99765,0.9998114,84.928,s
13,Abruzzo,Femmine,1,99750,8,0.08194,99746,0.9999298,84.139,s
13,Abruzzo,Femmine,2,99742,6,0.05838,99739,0.9999507,83.146,s
13,Abruzzo,Femmine,3,99736,4,0.04016,99734,0.9999662,82.151,s
13,Abruzzo,Femmine,4,99732,3,0.02734,99731,0.9999762,81.154,s
13,Abruzzo,Femmine,5,99730,2,0.02033,99729,0.9999821,80.157,s
13,Abruzzo,Femmine,6,99728,2,0.01540,99727,0.9999832,79.158,s
13,Abruzzo,Femmine,7,99726,2,0.01811,99725,0.9999764,78.159,s
13,Abruzzo,Femmine,8,99724,3,0.02909,99723,0.9999564,77.161,s
13,Abruzzo,Femmine,9,99721,6,0.05803,99719,0.9999277,76.163,s
13,Abruzzo,Femmine,10,99716,9,0.08658,99711,0.9999067,75.167,s
13,Abruzzo,Femmine,11,99707,10,0.09995,99702,0.9999019,74.174,s
13,Abruzzo,Femmine,12,99697,10,0.09617,99692,0.9999099,73.181,s
13,Abruzzo,Femmine,13,99687,8,0.08408,99683,0.9999206,72.188,s
13,Abruzzo,Femmine,14,99679,7,0.07479,99675,0.9999256,71.194,s
13,Abruzzo,Femmine,15,99672,7,0.07402,99668,0.9999271,70.200,s
13,Abruzzo,Femmine,16,99664,7,0.07168,99661,0.9999328,69.205,s
13,Abruzzo,Femmine,17,99657,6,0.06279,99654,0.9999394,68.210,s
13,Abruzzo,Femmine,18,99651,6,0.05846,99648,0.9999405,67.214,s
13,Abruzzo,Femmine,19,99645,6,0.06057,99642,0.9999342,66.218,s
13,Abruzzo,Femmine,20,99639,7,0.07103,99635,0.9999157,65.222,s
13,Abruzzo,Femmine,21,99632,10,0.09762,99627,0.9998762,64.226,s
13,Abruzzo,Femmine,22,99622,15,0.15005,99615,0.9998080,63.233,s
13,Abruzzo,Femmine,23,99607,23,0.23406,99596,0.9997273,62.242,s
13,Abruzzo,Femmine,24,99584,31,0.31127,99568,0.9996741,61.256,s
13,Abruzzo,Femmine,25,99553,34,0.34053,99536,0.9996775,60.275,s
13,Abruzzo,Femmine,26,99519,30,0.30449,99504,0.9997318,59.296,s
13,Abruzzo,Femmine,27,99489,23,0.23197,99477,0.9997953,58.314,s
13,Abruzzo,Femmine,28,99466,18,0.17742,99457,0.9998198,57.327,s
13,Abruzzo,Femmine,29,99448,18,0.18302,99439,0.9997768,56.337,s
13,Abruzzo,Femmine,30,99430,26,0.26337,99417,0.9996977,55.347,s
13,Abruzzo,Femmine,31,99404,34,0.34123,99387,0.9996443,54.362,s
13,Abruzzo,Femmine,32,99370,37,0.37009,99351,0.9996446,53.380,s
13,Abruzzo,Femmine,33,99333,34,0.34072,99316,0.9996904,52.400,s
13,Abruzzo,Femmine,34,99299,28,0.27847,99285,0.9997331,51.417,s
13,Abruzzo,Femmine,35,99271,25,0.25525,99259,0.9997187,50.432,s
13,Abruzzo,Femmine,36,99246,31,0.30745,99231,0.9996478,49.444,s
13,Abruzzo,Femmine,37,99216,39,0.39688,99196,0.9995670,48.459,s
13,Abruzzo,Femmine,38,99176,47,0.46906,99153,0.9994905,47.478,s
13,Abruzzo,Femmine,39,99130,55,0.55001,99102,0.9994274,46.501,s
13,Abruzzo,Femmine,40,99075,59,0.59530,99046,0.9993733,45.526,s
13,Abruzzo,Femmine,41,99016,65,0.65819,98984,0.9993018,44.553,s
13,Abruzzo,Femmine,42,98951,73,0.73822,98914,0.9991952,43.582,s
13,Abruzzo,Femmine,43,98878,86,0.87138,98835,0.9990613,42.613,s
13,Abruzzo,Femmine,44,98792,99,1.00612,98742,0.9989202,41.650,s
13,Abruzzo,Femmine,45,98692,114,1.15354,98635,0.9988249,40.692,s
13,Abruzzo,Femmine,46,98579,118,1.19676,98520,0.9988076,39.738,s
13,Abruzzo,Femmine,47,98461,117,1.18810,98402,0.9988511,38.785,s
13,Abruzzo,Femmine,48,98344,109,1.10958,98289,0.9989094,37.831,s
13,Abruzzo,Femmine,49,98234,105,1.07161,98182,0.9988574,36.872,s
13,Abruzzo,Femmine,50,98129,119,1.21366,98070,0.9987033,35.911,s
13,Abruzzo,Femmine,51,98010,135,1.37979,97942,0.9985681,34.954,s
13,Abruzzo,Femmine,52,97875,145,1.48414,97802,0.9984690,34.002,s
13,Abruzzo,Femmine,53,97730,154,1.57789,97653,0.9983259,33.052,s
13,Abruzzo,Femmine,54,97575,173,1.77040,97489,0.9980975,32.103,s
13,Abruzzo,Femmine,55,97403,198,2.03479,97304,0.9978343,31.159,s
13,Abruzzo,Femmine,56,97204,223,2.29686,97093,0.9976633,30.222,s
13,Abruzzo,Femmine,57,96981,230,2.37665,96866,0.9975687,29.290,s
13,Abruzzo,Femmine,58,96751,241,2.48609,96630,0.9974797,28.359,s
13,Abruzzo,Femmine,59,96510,247,2.55454,96387,0.9972562,27.428,s
13,Abruzzo,Femmine,60,96264,282,2.93360,96122,0.9967677,26.497,s
13,Abruzzo,Femmine,61,95981,339,3.53192,95812,0.9960085,25.573,s
13,Abruzzo,Femmine,62,95642,426,4.45277,95429,0.9951052,24.662,s
13,Abruzzo,Femmine,63,95216,508,5.33885,94962,0.9944193,23.770,s
13,Abruzzo,Femmine,64,94708,552,5.82390,94432,0.9941680,22.895,s
13,Abruzzo,Femmine,65,94156,550,5.84018,93882,0.9940725,22.026,s
13,Abruzzo,Femmine,66,93607,563,6.01538,93325,0.9938505,21.153,s
13,Abruzzo,Femmine,67,93043,585,6.28439,92751,0.9931490,20.278,s
13,Abruzzo,Femmine,68,92459,686,7.42119,92116,0.9918316,19.403,s
13,Abruzzo,Femmine,69,91773,819,8.92111,91363,0.9905734,18.544,s
13,Abruzzo,Femmine,70,90954,904,9.93672,90502,0.9897308,17.707,s
13,Abruzzo,Femmine,71,90050,955,10.60502,89573,0.9888028,16.879,s
13,Abruzzo,Femmine,72,89095,1051,11.79581,88570,0.9875895,16.055,s
13,Abruzzo,Femmine,73,88044,1147,13.03245,87470,0.9862126,15.241,s
13,Abruzzo,Femmine,74,86897,1265,14.55233,86264,0.9846130,14.435,s
13,Abruzzo,Femmine,75,85632,1390,16.23401,84937,0.9828936,13.641,s
13,Abruzzo,Femmine,76,84242,1516,17.99321,83484,0.9804655,12.858,s
13,Abruzzo,Femmine,77,82726,1746,21.10402,81853,0.9773741,12.084,s
13,Abruzzo,Femmine,78,80980,1958,24.18061,80001,0.9739373,11.334,s
13,Abruzzo,Femmine,79,79022,2212,27.99143,77916,0.9698199,10.603,s
13,Abruzzo,Femmine,80,76810,2491,32.43186,75565,0.9656757,9.894,s
13,Abruzzo,Femmine,81,74319,2696,36.28014,72971,0.9606746,9.208,s
13,Abruzzo,Femmine,82,71623,3043,42.48538,70101,0.9535676,8.536,s
13,Abruzzo,Femmine,83,68580,3467,50.55452,66846,0.9450929,7.893,s
13,Abruzzo,Femmine,84,65113,3874,59.49148,63176,0.9346975,7.286,s
13,Abruzzo,Femmine,85,61239,4377,71.48115,59051,0.9221544,6.716,s
13,Abruzzo,Femmine,86,56862,4816,84.69995,54454,0.9106189,6.194,s
13,Abruzzo,Femmine,87,52046,4918,94.49541,49587,0.9000149,5.721,s
13,Abruzzo,Femmine,88,47128,4998,106.04768,44629,0.8856849,5.266,s
13,Abruzzo,Femmine,89,42130,5206,123.56322,39527,0.8692558,4.831,s
13,Abruzzo,Femmine,90,36924,5130,138.93767,34359,0.8543584,4.442,s
13,Abruzzo,Femmine,91,31794,4878,153.42735,29355,0.8365161,4.078,s
13,Abruzzo,Femmine,92,26916,4720,175.36308,24556,0.8176553,3.727,s
13,Abruzzo,Femmine,93,22196,4235,190.81096,20078,0.7963126,3.413,s
13,Abruzzo,Femmine,94,17961,3944,219.60027,15989,0.7664111,3.100,s
13,Abruzzo,Femmine,95,14016,3525,251.51393,12254,0.7397228,2.831,s
13,Abruzzo,Femmine,96,10491,2853,271.98509,9064,0.7171841,2.615,s
13,Abruzzo,Femmine,97,7638,2274,297.69298,6501,0.6915233,2.405,s
13,Abruzzo,Femmine,98,5364,1737,323.83132,4495,0.6648714,2.212,s
13,Abruzzo,Femmine,99,3627,1276,351.83627,2989,0.6359991,2.032,s
13,Abruzzo,Femmine,100,2351,900,382.76881,1901,0.6039814,1.864,s
13,Abruzzo,Femmine,101,1451,606,417.48511,1148,0.5705919,1.709,s
13,Abruzzo,Femmine,102,845,380,449.87617,655,0.5384544,1.576,s
13,Abruzzo,Femmine,103,465,224,482.75801,353,0.5059625,1.456,s
13,Abruzzo,Femmine,104,241,124,515.84460,178,0.4733921,1.348,s
13,Abruzzo,Femmine,105,116,64,548.83906,84,0.4410237,1.251,s
13,Abruzzo,Femmine,106,53,31,581.44552,37,0.4091339,1.164,s
13,Abruzzo,Femmine,107,22,13,613.37342,15,0.3779883,1.087,s
13,Abruzzo,Femmine,108,9,5,644.35422,6,0.3478297,1.018,s
13,Abruzzo,Femmine,109,3,2,674.14737,2,0.3188741,0.957,s
13,Abruzzo,Femmine,110,1,1,702.54192,1,0.2913080,0.903,s
13,Abruzzo,Femmine,111,0,0,729.36749,0,0.2652805,0.855,s
13,Abruzzo,Femmine,112,0,0,754.49561,0,0.2409037,0.813,s
13,Abruzzo,Femmine,113,0,0,777.83593,0,0.2182555,0.776,s
13,Abruzzo,Femmine,114,0,0,799.33760,0,0.1973785,0.744,s
13,Abruzzo,Femmine,115,0,0,818.98654,0,0.1782831,0.716,s
13,Abruzzo,Femmine,116,0,0,836.80068,0,0.1609516,0.691,s
13,Abruzzo,Femmine,117,0,0,852.82128,0,0.1453447,0.669,s
13,Abruzzo,Femmine,118,0,0,867.11652,0,0.1313998,0.651,s
13,Abruzzo,Femmine,119,0,0,879.76589,0,0.1190427,0.635,s
14,Molise,Maschi e femmine,0,100000,181,1.80545,99830,0.9995636,81.766,s
14,Molise,Maschi e femmine,1,99819,66,0.65946,99787,0.9995025,80.913,s
14,Molise,Maschi e femmine,2,99754,33,0.33551,99737,0.9997545,79.966,s
14,Molise,Maschi e femmine,3,99720,16,0.15550,99712,0.9998869,78.993,s
14,Molise,Maschi e femmine,4,99705,7,0.07074,99701,0.9999260,78.005,s
14,Molise,Maschi e femmine,5,99698,8,0.07734,99694,0.9999138,77.011,s
14,Molise,Maschi e femmine,6,99690,9,0.09511,99685,0.9999001,76.017,s
14,Molise,Maschi e femmine,7,99680,10,0.10475,99675,0.9998811,75.024,s
14,Molise,Maschi e femmine,8,99670,13,0.13301,99663,0.9998541,74.032,s
14,Molise,Maschi e femmine,9,99657,16,0.15885,99649,0.9998366,73.042,s
14,Molise,Maschi e femmine,10,99641,17,0.16800,99633,0.9998396,72.053,s
14,Molise,Maschi e femmine,11,99624,15,0.15285,99617,0.9998587,71.065,s
14,Molise,Maschi e femmine,12,99609,13,0.12968,99602,0.9998747,70.076,s
14,Molise,Maschi e femmine,13,99596,12,0.12101,99590,0.9998634,69.085,s
14,Molise,Maschi e femmine,14,99584,15,0.15216,99576,0.9998186,68.093,s
14,Molise,Maschi e femmine,15,99569,21,0.21056,99558,0.9997595,67.103,s
14,Molise,Maschi e femmine,16,99548,27,0.27049,99534,0.9997107,66.118,s
14,Molise,Maschi e femmine,17,99521,31,0.30809,99506,0.9996842,65.135,s
14,Molise,Maschi e femmine,18,99490,32,0.32351,99474,0.9996565,64.155,s
14,Molise,Maschi e femmine,19,99458,36,0.36345,99440,0.9996027,63.176,s
14,Molise,Maschi e femmine,20,99422,43,0.43117,99400,0.9995311,62.199,s
14,Molise,Maschi e femmine,21,99379,50,0.50665,99354,0.9994746,61.225,s
14,Molise,Maschi e femmine,22,99329,54,0.54418,99302,0.9994744,60.256,s
14,Molise,Maschi e femmine,23,99275,50,0.50701,99249,0.9995469,59.289,s
14,Molise,Maschi e femmine,24,99224,40,0.39913,99204,0.9996624,58.318,s
14,Molise,Maschi e femmine,25,99185,27,0.27612,99171,0.9997660,57.341,s
14,Molise,Maschi e femmine,26,99157,19,0.19197,99148,0.9998160,56.357,s
14,Molise,Maschi e femmine,27,99138,17,0.17610,99130,0.9997956,55.368,s
14,Molise,Maschi e femmine,28,99121,23,0.23270,99109,0.9997264,54.378,s
14,Molise,Maschi e femmine,29,99098,31,0.31442,99082,0.9996605,53.390,s
14,Molise,Maschi e femmine,30,99067,36,0.36453,99049,0.9996138,52.407,s
14,Molise,Maschi e femmine,31,99030,40,0.40778,99010,0.9995696,51.426,s
14,Molise,Maschi e femmine,32,98990,45,0.45298,98968,0.9995004,50.446,s
14,Molise,Maschi e femmine,33,98945,54,0.54632,98918,0.9993900,49.469,s
14,Molise,Maschi e femmine,34,98891,67,0.67365,98858,0.9992804,48.496,s
14,Molise,Maschi e femmine,35,98825,76,0.76552,98787,0.9992057,47.528,s
14,Molise,Maschi e femmine,36,98749,81,0.82313,98708,0.9991406,46.564,s
14,Molise,Maschi e femmine,37,98668,88,0.89564,98623,0.9990500,45.602,s
14,Molise,Maschi e femmine,38,98579,99,1.00443,98530,0.9989589,44.643,s
14,Molise,Maschi e femmine,39,98480,106,1.07772,98427,0.9989150,43.687,s
14,Molise,Maschi e femmine,40,98374,107,1.09237,98320,0.9989281,42.734,s
14,Molise,Maschi e femmine,41,98267,103,1.05149,98215,0.9989483,41.780,s
14,Molise,Maschi e femmine,42,98163,103,1.05188,98112,0.9989150,40.823,s
14,Molise,Maschi e femmine,43,98060,110,1.11812,98005,0.9988106,39.866,s
14,Molise,Maschi e femmine,44,97950,123,1.26080,97889,0.9986531,38.910,s
14,Molise,Maschi e femmine,45,97827,140,1.43319,97757,0.9984886,37.958,s
14,Molise,Maschi e femmine,46,97687,155,1.58975,97609,0.9982992,37.012,s
14,Molise,Maschi e femmine,47,97531,177,1.81195,97443,0.9980673,36.070,s
14,Molise,Maschi e femmine,48,97355,200,2.05359,97255,0.9978190,35.135,s
14,Molise,Maschi e femmine,49,97155,224,2.30874,97043,0.9976619,34.206,s
14,Molise,Maschi e femmine,50,96930,229,2.36762,96816,0.9976227,33.284,s
14,Molise,Maschi e femmine,51,96701,231,2.38690,96586,0.9975782,32.362,s
14,Molise,Maschi e femmine,52,96470,237,2.45674,96352,0.9973648,31.438,s
14,Molise,Maschi e femmine,53,96233,271,2.81412,96098,0.9970057,30.514,s
14,Molise,Maschi e femmine,54,95962,305,3.17494,95810,0.9966400,29.599,s
14,Molise,Maschi e femmine,55,95658,339,3.54557,95488,0.9963155,28.692,s
14,Molise,Maschi e femmine,56,95319,364,3.82393,95136,0.9960293,27.792,s
14,Molise,Maschi e femmine,57,94954,391,4.11797,94759,0.9956575,26.897,s
