Cod. regione,Regione,Sesso,Età,Sopravviventi,Decessi,Probabilità di morte (per mille),Anni vissuti,Probabilità prospettive di sopravvivenza,Speranza di vita
1,Piemonte,Maschi e femmine,0,100000,721,7.20640,99322,0.9993476,76.512
1,Piemonte,Maschi e femmine,1,99279,45,0.44883,99257,0.9996114,76.064
1,Piemonte,Maschi e femmine,2,99235,33,0.32841,99219,0.9997066,75.098
1,Piemonte,Maschi e femmine,3,99202,26,0.25844,99189,0.9997608,74.122
1,Piemonte,Maschi e femmine,4,99177,22,0.21993,99166,0.9997864,73.141
1,Piemonte,Maschi e femmine,5,99155,21,0.20717,99144,0.9997972,72.157
1,Piemonte,Maschi e femmine,6,99134,20,0.19835,99124,0.9998117,71.172
1,Piemonte,Maschi e femmine,7,99115,18,0.17818,99106,0.9998296,70.186
1,Piemonte,Maschi e femmine,8,99097,16,0.16265,99089,0.9998380,69.198
1,Piemonte,Maschi e femmine,9,99081,16,0.16126,99073,0.9998360,68.210
1,Piemonte,Maschi e femmine,10,99065,17,0.16669,99057,0.9998305,67.221
1,Piemonte,Maschi e femmine,11,99048,17,0.17231,99040,0.9998231,66.232
1,Piemonte,Maschi e femmine,12,99031,18,0.18151,99022,0.9998012,65.243
1,Piemonte,Maschi e femmine,13,99013,21,0.21607,99003,0.9997388,64.255
1,Piemonte,Maschi e femmine,14,98992,30,0.30628,98977,0.9996286,63.269
1,Piemonte,Maschi e femmine,15,98962,43,0.43653,98940,0.9994863,62.288
1,Piemonte,Maschi e femmine,16,98918,58,0.59085,98889,0.9993662,61.315
1,Piemonte,Maschi e femmine,17,98860,67,0.67668,98826,0.9992985,60.351
1,Piemonte,Maschi e femmine,18,98793,72,0.72631,98757,0.9992569,59.391
1,Piemonte,Maschi e femmine,19,98721,75,0.75989,98684,0.9992298,58.434
1,Piemonte,Maschi e femmine,20,98646,77,0.78061,98608,0.9992090,57.478
1,Piemonte,Maschi e femmine,21,98569,79,0.80135,98530,0.9991878,56.523
1,Piemonte,Maschi e femmine,22,98490,81,0.82306,98450,0.9991658,55.568
1,Piemonte,Maschi e femmine,23,98409,83,0.84535,98368,0.9991368,54.613
1,Piemonte,Maschi e femmine,24,98326,87,0.88098,98283,0.9991092,53.659
1,Piemonte,Maschi e femmine,25,98239,88,0.90072,98195,0.9990881,52.706
1,Piemonte,Maschi e femmine,26,98151,91,0.92316,98106,0.9990679,51.753
1,Piemonte,Maschi e femmine,27,98060,92,0.94112,98014,0.9990797,50.800
1,Piemonte,Maschi e femmine,28,97968,88,0.89951,97924,0.9991015,49.847
1,Piemonte,Maschi e femmine,29,97880,88,0.89741,97836,0.9991087,48.892
1,Piemonte,Maschi e femmine,30,97792,87,0.88513,97749,0.9991203,47.935
1,Piemonte,Maschi e femmine,31,97705,85,0.87421,97663,0.9991235,46.977
1,Piemonte,Maschi e femmine,32,97620,86,0.87885,97577,0.9991097,46.018
1,Piemonte,Maschi e femmine,33,97534,88,0.90173,97490,0.9990908,45.058
1,Piemonte,Maschi e femmine,34,97446,89,0.91663,97402,0.9990510,44.098
1,Piemonte,Maschi e femmine,35,97357,96,0.98145,97309,0.9989758,43.138
1,Piemonte,Maschi e femmine,36,97261,104,1.06705,97210,0.9988385,42.180
1,Piemonte,Maschi e femmine,37,97158,122,1.25602,97097,0.9986853,41.225
1,Piemonte,Maschi e femmine,38,97036,133,1.37356,96969,0.9985836,40.276
1,Piemonte,Maschi e femmine,39,96902,141,1.45922,96832,0.9984908,39.331
1,Piemonte,Maschi e femmine,40,96761,151,1.55925,96685,0.9984431,38.387
1,Piemonte,Maschi e femmine,41,96610,150,1.55452,96535,0.9984552,37.446
1,Piemonte,Maschi e femmine,42,96460,148,1.53515,96386,0.9983941,36.504
1,Piemonte,Maschi e femmine,43,96312,161,1.67675,96231,0.9982268,35.559
1,Piemonte,Maschi e femmine,44,96150,180,1.86979,96060,0.9979762,34.618
1,Piemonte,Maschi e femmine,45,95971,209,2.17801,95866,0.9976013,33.682
1,Piemonte,Maschi e femmine,46,95761,251,2.61997,95636,0.9971741,32.755
1,Piemonte,Maschi e femmine,47,95511,290,3.03232,95366,0.9968233,31.839
1,Piemonte,Maschi e femmine,48,95221,316,3.32149,95063,0.9965345,30.935
1,Piemonte,Maschi e femmine,49,94905,343,3.61008,94733,0.9963260,30.036
1,Piemonte,Maschi e femmine,50,94562,353,3.73806,94385,0.9961853,29.143
1,Piemonte,Maschi e femmine,51,94209,367,3.89170,94025,0.9958937,28.250
1,Piemonte,Maschi e femmine,52,93842,406,4.32169,93639,0.9954290,27.359
1,Piemonte,Maschi e femmine,53,93436,450,4.82137,93211,0.9948980,26.475
1,Piemonte,Maschi e femmine,54,92986,501,5.38401,92736,0.9943051,25.601
1,Piemonte,Maschi e femmine,55,92485,556,6.00754,92207,0.9935853,24.737
1,Piemonte,Maschi e femmine,56,91930,627,6.82422,91616,0.9926933,23.884
1,Piemonte,Maschi e femmine,57,91302,711,7.79247,90947,0.9917204,23.044
1,Piemonte,Maschi e femmine,58,90591,795,8.77060,90194,0.9908265,22.221
1,Piemonte,Maschi e femmine,59,89796,860,9.58001,89366,0.9901024,21.414
1,Piemonte,Maschi e femmine,60,88936,909,10.21836,88482,0.9892698,20.616
1,Piemonte,Maschi e femmine,61,88027,990,11.24740,87532,0.9882350,19.824
1,Piemonte,Maschi e femmine,62,87037,1070,12.28852,86502,0.9870174,19.043
1,Piemonte,Maschi e femmine,63,85968,1176,13.68534,85379,0.9854491,18.274
1,Piemonte,Maschi e femmine,64,84791,1308,15.42844,84137,0.9839476,17.521
1,Piemonte,Maschi e femmine,65,83483,1393,16.68613,82786,0.9826859,16.787
1,Piemonte,Maschi e femmine,66,82090,1474,17.95280,81353,0.9811105,16.064
1,Piemonte,Maschi e femmine,67,80616,1600,19.84341,79816,0.9797254,15.348
1,Piemonte,Maschi e femmine,68,79017,1637,20.71454,78198,0.9788657,14.649
1,Piemonte,Maschi e femmine,69,77380,1669,21.56288,76545,0.9774142,13.948
1,Piemonte,Maschi e femmine,70,75711,1789,23.63133,74817,0.9750597,13.245
1,Piemonte,Maschi e femmine,71,73922,1943,26.28090,72951,0.9708495,12.553
1,Piemonte,Maschi e femmine,72,71979,2310,32.09751,70824,0.9652180,11.878
1,Piemonte,Maschi e femmine,73,69669,2616,37.55542,68361,0.9605703,11.256
1,Piemonte,Maschi e femmine,74,67052,2774,41.37703,65665,0.9573672,10.675
1,Piemonte,Maschi e femmine,75,64278,2825,43.94283,62866,0.9548970,10.115
1,Piemonte,Maschi e femmine,76,61454,2846,46.31653,60030,0.9523891,9.557
1,Piemonte,Maschi e femmine,77,58607,2870,48.96812,57172,0.9481186,8.996
1,Piemonte,Maschi e femmine,78,55737,3062,54.94476,54206,0.9418654,8.434
1,Piemonte,Maschi e femmine,79,52675,3240,61.50987,51055,0.9354495,7.895
1,Piemonte,Maschi e femmine,80,49435,3351,67.79036,47759,0.9279116,7.380
1,Piemonte,Maschi e femmine,81,46084,3535,76.69905,44316,0.9191523,6.880
1,Piemonte,Maschi e femmine,82,42549,3631,85.34090,40733,0.9096224,6.410
1,Piemonte,Maschi e femmine,83,38918,3732,95.88415,37052,0.8992257,5.962
1,Piemonte,Maschi e femmine,84,35186,3736,106.18298,33318,0.8874880,5.541
1,Piemonte,Maschi e femmine,85,31450,3761,119.59281,29569,0.8745714,5.140
1,Piemonte,Maschi e femmine,86,27689,3657,132.05703,25861,0.8607402,4.770
1,Piemonte,Maschi e femmine,87,24032,3546,147.55857,22259,0.8448158,4.419
